42.15,-79.25,2010,11,38.70333333333334,7.0066666666666659,1
42.15,-79.25,2010,6,65.629999999999981,6.8900000000000006,6
42.15,-79.25,2010,10,48.677419354838712,7.5451612903225813,1
42.15,-79.25,2010,4,50.706666666666678,7.6733333333333338,1
42.15,-79.25,2010,12,22.251612903225805,9.4000000000000039,0
42.15,-79.25,2010,7,70.554838709677441,5.4225806451612906,7
42.15,-79.25,2010,9,59.62,6.8133333333333335,4
42.15,-79.25,2010,1,23.016129032258057,8.1806451612903217,0
42.15,-79.25,2010,5,58.654838709677421,7.1870967741935479,3
42.15,-79.25,2010,8,68.551724137931032,5.4999999999999991,1
42.15,-79.25,2010,2,23.159259259259258,7.9851851851851841,0
42.15,-79.25,2010,3,38.309677419354848,7.1290322580645151,0
42.159,-76.892,2010,10,49.154838709677421,4.7032258064516146,18
42.159,-76.892,2010,7,72.245161290322571,3.6709677419354838,10
42.159,-76.892,2010,9,61.61,4.36,11
42.159,-76.892,2010,11,38.756666666666653,4.2033333333333331,14
42.159,-76.892,2010,2,27.2,6.1357142857142852,2
42.159,-76.892,2010,5,60.319354838709678,4.97741935483871,15
42.159,-76.892,2010,1,24.122580645161296,5.1193548387096781,5
42.159,-76.892,2010,3,39.925806451612907,5.7516129032258068,13
42.159,-76.892,2010,4,50.836666666666666,5.2633333333333345,13
42.159,-76.892,2010,6,67.273333333333341,4.3566666666666674,18
42.159,-76.892,2010,8,69.816129032258061,3.5806451612903225,14
42.159,-76.892,2010,12,25.690322580645166,6.5032258064516117,2
43.067,-79.017,2010,1,25.06451612903226,,0
43.067,-79.017,2010,11,41.903333333333336,,0
43.067,-79.017,2010,7,74.122580645161293,,0
43.067,-79.017,2010,6,67.573333333333352,,0
43.067,-79.017,2010,9,63.565517241379311,,0
43.067,-79.017,2010,10,52.890322580645154,,0
43.067,-79.017,2010,8,72.480645161290312,,0
43.067,-79.017,2010,4,50.383333333333333,,0
43.067,-79.017,2010,2,26.714285714285719,,0
43.067,-79.017,2010,12,27.296774193548394,,0
43.067,-79.017,2010,5,59.622580645161293,,0
43.067,-79.017,2010,3,38.329032258064515,,0
42.571,-77.713,2010,2,27.439285714285717,5.3678571428571429,1
42.571,-77.713,2010,5,62.383870967741935,5.5483870967741939,12
42.571,-77.713,2010,7,74.190322580645187,4.4483870967741934,13
42.571,-77.713,2010,1,25.448387096774194,5.1419354838709666,4
42.571,-77.713,2010,11,41.179999999999993,5.3933333333333335,13
42.571,-77.713,2010,4,52.660000000000011,5.78,9
42.571,-77.713,2010,12,27.519354838709678,7.0322580645161272,4
42.571,-77.713,2010,8,71.700000000000017,4.4774193548387107,12
42.571,-77.713,2010,10,51.096774193548384,5.096774193548387,19
42.571,-77.713,2010,6,68.823333333333338,4.7500000000000009,16
42.571,-77.713,2010,3,39.480645161290312,5.6548387096774189,11
42.571,-77.713,2010,9,62.716666666666669,4.416666666666667,14
43.117,-77.677,2010,4,52.176666666666669,7.3433333333333319,13
43.117,-77.677,2010,1,24.412903225806449,8.2290322580645139,8
43.117,-77.677,2010,7,73.50645161290322,6.0354838709677416,13
43.117,-77.677,2010,12,26.241935483870964,8.6709677419354829,6
43.117,-77.677,2010,9,62.026666666666671,6.8566666666666665,17
43.117,-77.677,2010,5,60.919354838709687,6.5903225806451617,15
43.117,-77.677,2010,6,66.960000000000008,6.5666666666666664,17
43.117,-77.677,2010,2,26.1,8.2285714285714313,2
43.117,-77.677,2010,8,70.800000000000011,6.032258064516129,13
43.117,-77.677,2010,10,50.903225806451616,7.2612903225806438,22
43.117,-77.677,2010,11,39.873333333333342,6.3933333333333344,15
43.117,-77.677,2010,3,39.554838709677412,8.2258064516129039,12
42.207,-75.98,2010,5,60.148387096774194,6.7193548387096778,13
42.207,-75.98,2010,12,23.051612903225809,8.7709677419354843,5
42.207,-75.98,2010,4,51.126666666666672,7.06,13
42.207,-75.98,2010,2,24.339285714285712,8.20357142857143,2
42.207,-75.98,2010,11,39.046666666666667,7.2333333333333334,13
