CreatedDateYear,CreatedDateMonth,CreatedDateDay,requests
2013,07,30,5279
2012,06,20,5199
2012,10,11,5834
2018,02,23,6669
2017,09,24,5497
2013,07,10,5724
2012,11,17,3699
2019,04,03,6562
2014,05,13,5922
2011,04,26,4736
2014,01,30,7735
2018,10,02,7871
2016,01,30,4850
2015,09,20,4631
2016,04,18,6455
2013,11,20,5845
2012,09,11,5386
2012,01,20,5836
2010,07,31,2850
2010,07,14,5609
2013,08,17,3680
2019,01,02,7725
2011,05,02,4676
2013,11,16,3888
2012,08,10,4908
2014,09,03,5693
2019,02,07,7042
2014,11,28,5110
2012,12,13,5584
2017,06,06,6282
2018,10,23,8392
2010,11,25,2602
2012,08,05,2777
2017,02,16,6841
2019,01,23,7970
2019,03,01,6369
2012,09,16,3092
2016,10,06,6212
2015,05,12,6794
2011,12,29,6881
2017,05,09,7112
2010,06,05,3079
2015,09,27,4750
2010,08,07,3124
2018,05,20,6308
2011,07,20,5671
2015,06,11,6660
2015,09,19,5332
2015,11,22,5172
2018,12,22,5270
2015,01,16,5601
2018,05,19,5421
2012,10,20,3303
2016,01,28,6366
2011,08,07,2550
2012,12,25,2473
2012,12,30,3847
2014,10,24,6202
2011,09,19,5668
2014,06,04,6125
2011,05,07,2687
2011,06,08,4693
2017,03,24,6136
2018,11,26,8536
2013,05,23,5028
2012,09,19,5511
2011,11,14,6215
2016,02,03,6090
2017,12,08,7481
2017,05,28,5986
2011,01,05,6429
2011,02,22,6374
2016,10,17,7267
2012,05,14,5132
2016,04,07,6020
2018,08,06,8378
2014,11,05,5752
2012,11,16,5523
2012,06,16,3326
2012,02,02,5767
2014,08,10,4046
2014,03,13,6619
2012,10,16,5368
2011,02,28,5392
2012,10,28,2127
2015,10,14,5966
2010,01,20,5968
2015,12,18,5723
2018,06,30,6193
2012,07,02,6188
2016,01,14,7268
2010,08,09,6039
2018,06,15,7307
2017,07,08,5482
2018,03,23,6723
2017,07,21,6395
2018,11,10,6386
2011,05,10,4728
2018,08,26,6236
2011,05,06,4427
2010,01,24,2873
2015,12,08,6294
2018,11,19,7975
2012,09,01,3187
2017,11,17,7678
2018,09,24,7659
2017,11,24,5345
2015,03,08,4865
2011,02,27,2809
2016,06,19,6215
2010,04,30,5179
2013,01,06,3301
2016,10,23,5813
2013,03,04,5745
2014,08,24,4135
2013,05,06,5505
2010,01,28,6773
2017,03,01,5758
2011,12,02,6092
2017,05,19,6999
2015,11,10,5840
2015,02,26,7237
2018,03,05,8195
2018,11,12,6618
2015,01,07,8667
2015,06,15,7522
2012,11,15,6007
2019,04,01,7183
2016,06,26,5523
2019,03,26,7147
2010,08,12,5326
2012,06,05,5241
2012,08,25,3510
2013,01,26,5405
2015,04,14,6390
2015,08,01,4641
2017,05,14,5076
2012,01,07,3062
2012,04,02,5209
2018,07,23,8198
2018,06,14,8183
2017,03,30,6556
2013,08,24,3486
2015,12,27,3753
2013,10,03,5128
2014,04,20,3203
2012,10,14,2962
2014,01,04,7278
2018,05,04,7635
2015,02,09,6454
2019,02,25,8132
2015,07,21,6928
2010,03,21,3382
2010,10,17,3413
2017,12,30,6765
2017,12,23,4301
2013,01,04,5901
2013,01,31,6616
2012,07,16,5527
2011,08,01,5832
2016,07,07,6669
2016,05,01,4556
2017,03,28,6732
2016,04,25,6334
2011,01,16,3083
2014,03,20,6076
2014,05,04,3705
2010,04,28,6661
2013,03,23,3640
2018,11,28,8667
2015,08,06,6295
2015,10,09,5730
2011,05,13,4527
2010,06,10,5502
2015,10,31,5326
2010,05,05,6051
2018,07,22,5573
2010,08,14,2998
2013,07,19,4578
2016,11,10,6151
2013,08,06,5639
2014,02,07,7460
2015,04,27,6598
2018,05,31,7952
2011,04,07,5559
2010,05,15,3098
2011,05,25,4542
2015,01,05,6733
2016,06,06,7477
2015,04,21,6583
2019,03,20,7248
2012,09,12,5209
2012,12,31,4799
2011,07,13,5974
2013,12,26,5491
2015,06,19,6410
2014,05,24,3756
2010,03,16,7414
2010,08,06,5402
2010,07,28,6350
2015,04,23,6942
2016,02,25,7320
2016,11,02,6715
2017,09,11,7377
2018,02,13,7545
2011,12,15,5670
2011,04,14,4943
2011,11,22,6379
2011,12,14,5665
2017,08,25,6049
2016,10,27,7795
2016,03,05,5097
2011,11,04,6601
2014,07,10,6367
2017,06,17,5958
2011,05,15,2118
2012,06,28,5720
2017,09,13,6877
2014,08,16,4547
2014,09,27,4545
2017,03,09,5709
2012,03,12,5171
2016,06,04,5688
2017,12,11,7334
2018,12,08,6346
2012,06,15,4922
2017,02,04,5344
2016,01,15,5668
2017,09,28,7086
2013,05,17,4826
2010,08,04,6058
2016,12,05,6935
2014,07,16,6429
2013,10,27,3342
2016,10,09,4209
2016,03,12,4962
2011,02,02,6539
2017,02,27,6684
2010,03,28,3406
2010,02,14,3186
2011,08,29,8137
2012,07,25,5200
2016,10,16,4443
2012,06,01,5048
2019,03,17,5443
2011,01,31,6836
2010,12,16,7671
2010,10,06,6165
2014,05,18,4385
2018,09,01,5435
2011,03,27,2850
2011,03,09,5613
2012,11,03,5178
2011,02,21,3574
2016,05,14,5481
2013,09,29,3114
2015,02,10,6198
2017,09,06,6539
2012,05,30,5691
2011,03,14,5322
2013,10,08,5394
2013,04,03,5809
2014,03,03,6383
2010,02,26,4698
2017,07,29,5891
2015,06,30,6802
2015,12,14,6076
2011,03,20,2709
2013,06,04,5490
2017,06,01,6960
2015,10,04,5358
2015,08,23,4598
2012,02,13,5993
2012,06,21,5120
2018,05,29,8715
2011,01,23,4320
2010,06,25,5699
2013,09,14,2993
2011,09,17,3849
2011,12,03,4190
2014,02,10,7042
2013,04,10,5238
2018,06,17,7058
2011,06,07,5272
2011,02,25,5505
2018,04,22,5650
2014,06,16,6675
2010,02,08,7041
2015,06,09,6576
2016,04,29,6044
2014,03,07,5697
2010,08,20,5047
2012,12,21,5627
2017,05,26,4637
2019,02,15,6694
2013,01,15,5598
2014,06,20,6163
2015,07,29,6436
2011,07,11,6129
2011,09,01,6026
2015,10,29,6133
2017,05,08,7602
2018,02,25,5339
2016,09,17,5646
2018,05,22,7423
2010,02,03,6273
2017,01,22,5032
2011,07,28,5627
2018,11,18,5944
2013,10,25,6490
2011,08,16,6820
2017,04,28,7190
2019,02,23,5238
2014,05,09,5482
2015,04,02,6248
2017,09,22,6881
2011,02,01,6133
2010,02,16,6094
2016,06,18,6137
2018,07,06,7178
2013,03,11,5866
2015,06,17,6875
2013,12,16,6540
2015,09,13,4418
2010,01,06,6885
2018,12,17,7915
2018,10,01,8152
2019,01,29,7699
2018,02,28,7586
2015,05,06,6419
2010,10,24,2953
2010,01,09,3936
2011,08,08,5545
2011,07,10,2780
2014,10,23,7021
2013,08,07,5018
2014,03,12,5847
2010,12,29,5112
2019,03,28,6817
2018,10,11,7852
2017,04,20,6627
2016,02,17,7231
2019,04,17,66
2011,11,02,7136
2016,05,08,4632
2013,05,26,3329
2011,03,31,4480
2014,10,02,5305
2011,10,31,8264
2012,02,15,5082
2012,12,27,7289
2018,02,18,4568
2010,12,22,6150
2010,09,17,7747
2012,07,21,3152
2010,05,16,2835
2016,07,22,6376
2015,12,10,5729
2012,10,09,5320
2011,12,13,6438
2013,08,02,4871
2012,06,03,2621
2016,06,21,7190
2014,03,05,6422
2016,01,29,6122
2014,08,15,5008
2011,08,13,3252
2018,10,03,7708
2016,02,11,6977
2018,10,20,6143
2014,01,28,8019
2011,04,05,4510
2017,07,03,6481
2010,11,18,6208
2016,10,14,6633
2012,03,17,3029
2017,08,20,5511
2012,07,26,5339
2012,12,01,4471
2010,12,04,4575
2015,08,18,6829
2017,11,30,7538
2017,12,12,7365
2014,01,01,3772
2014,08,30,3976
2014,10,17,5267
2010,05,31,3034
2012,11,21,4435
2015,05,29,6355
2017,04,11,7098
2016,01,06,8021
2017,07,27,7046
2018,02,14,6680
2011,08,26,3122
2010,02,20,3748
2018,05,09,7502
2010,06,08,5607
2011,11,21,6635
2019,01,05,5001
2017,09,23,6109
2011,11,29,5358
2012,08,28,4822
2012,12,03,5529
2018,08,16,7734
2010,11,16,6096
2017,11,19,5437
2018,10,07,6074
2016,12,17,5943
2011,05,23,4486
2018,03,07,7036
2012,07,13,5094
2011,11,25,4168
2015,08,30,4377
2017,05,10,6788
2015,02,05,6960
2012,05,07,5123
2010,10,28,5421
2012,11,30,5485
2015,12,01,6508
2017,07,26,6910
2016,10,30,5271
2012,07,27,5174
2017,10,12,6609
2012,06,06,5157
2013,04,17,5130
2016,09,26,6166
2012,10,01,4934
2018,04,15,5714
2010,04,09,6314
2015,10,05,6750
2016,02,20,5063
2015,05,22,5295
2018,04,24,7421
2013,11,24,5942
2018,11,05,7329
2011,09,30,4985
2016,08,31,6521
2018,08,07,7905
2013,01,28,6641
2012,04,17,5064
2015,10,12,4689
2018,06,07,8012
2015,07,01,7164
2018,03,31,5583
2012,12,16,3222
2014,09,11,5445
2017,06,18,6539
2012,09,28,5347
2017,09,07,7331
2011,06,21,5976
2014,09,23,5451
2018,07,17,7525
2016,10,05,6203
2015,06,26,6324
2016,09,08,6957
2010,05,06,5969
2014,09,06,4344
2013,05,14,5288
2013,11,05,5547
2015,08,05,6831
2013,04,25,5199
2010,01,01,2897
2019,01,20,5413
2011,06,04,2899
2013,12,06,5010
2015,06,22,7208
2012,05,02,4898
2018,07,18,8270
2013,07,04,3095
2019,02,13,7008
2012,01,05,7026
2015,09,29,5849
2010,12,27,3128
2015,09,15,6088
2010,02,13,4314
2016,07,03,5628
2017,05,31,7175
2010,12,31,4083
2017,03,20,6994
2010,05,11,6572
2013,02,19,6017
2015,05,23,4539
2014,07,24,5797
2013,03,02,3483
2014,08,14,5236
2018,07,12,8074
2014,06,05,5716
2010,08,11,5765
2013,06,02,3440
2013,12,17,6016
2013,07,21,3530
2017,10,19,7134
2013,05,10,4298
2015,06,07,5117
2016,12,03,5550
2018,05,12,5620
2015,07,24,5750
2014,10,06,5870
2016,11,27,4350
2018,02,09,6960
2014,08,21,5224
2012,10,22,5225
2013,06,20,5319
2015,08,17,6256
2018,02,11,5165
2010,04,17,3338
2017,06,23,6456
2017,12,16,6344
2013,10,18,4760
2017,04,21,6402
2016,07,24,4619
2017,05,29,4413
2011,11,24,2808
2015,11,24,7469
2010,01,04,9229
2017,01,17,6655
2012,09,07,4667
2018,01,29,7519
2016,08,14,4671
2018,09,05,7640
2010,10,12,6599
2016,04,30,5371
2016,01,02,4443
2010,03,08,6572
2011,09,15,6182
2013,01,25,7914
2014,06,07,4584
2016,08,03,6769
2017,01,07,5649
2014,09,09,5370
2015,03,20,6355
2012,02,27,5096
2012,01,10,5823
2014,02,15,4804
2014,11,22,4792
2012,10,13,4592
2018,07,14,6219
2010,12,08,7631
2015,12,22,5073
2011,12,17,3802
2017,05,25,5978
2015,08,13,6084
2011,01,12,5793
2010,04,16,5860
2013,10,24,6723
2010,11,28,3591
2013,05,31,5228
2016,11,08,5179
2017,11,11,7583
2013,05,25,3269
2016,11,13,4363
2010,12,02,6848
2018,02,05,7210
2015,04,28,6502
2011,08,20,3269
2010,05,02,3157
2015,05,25,4833
2016,11,28,6776
2014,03,24,6923
2015,10,25,4532
2017,12,05,7100
2010,06,29,5932
2016,05,19,6400
2017,04,15,4767
2011,03,04,4255
2016,09,25,5070
2017,11,05,5306
2016,12,29,6094
2018,03,14,7882
2019,01,28,7836
2010,02,04,6020
2010,07,04,2227
2010,03,03,7397
2013,07,16,5491
2014,09,07,3848
2015,02,25,7491
2018,08,01,9176
2018,08,23,7483
2015,10,02,6502
2016,10,02,4652
2017,05,27,6382
2017,05,04,6833
2014,01,23,9757
2012,07,04,3048
2013,05,28,5424
2016,06,01,7204
2012,07,19,5476
2015,10,01,5778
2018,11,03,5690
2014,11,06,5797
2017,04,02,5302
2015,04,15,6435
2016,12,24,3884
2010,04,05,6386
2013,04,06,3345
2015,02,17,8017
2017,12,28,10683
2016,08,13,4823
2011,05,12,4868
2013,06,19,5511
2013,06,24,5736
2015,03,13,6821
2012,08,20,5100
2015,03,19,7108
2011,12,12,7039
2014,10,11,3944
2016,09,27,6306
2010,09,07,6158
2017,04,24,7052
2010,03,25,6215
2018,09,11,7762
2018,01,24,7473
2012,02,08,5996
2010,03,01,7527
2017,11,03,7277
2017,07,13,6544
2010,02,11,6101
2010,10,10,2988
2013,06,26,5344
2012,09,21,5051
2015,12,07,6872
2010,10,15,6300
2017,01,20,6171
2018,06,23,6520
2015,07,23,6583
2018,12,12,7441
2017,06,09,6876
2017,03,27,6884
2016,04,02,5157
2017,05,20,5315
2011,11,17,6588
2013,04,30,5079
2013,06,03,5176
2012,12,09,3237
2016,11,25,4959
2017,09,25,7442
2010,04,06,6562
2015,12,31,4462
2018,10,15,8525
2016,03,02,6455
2012,10,31,6909
2012,02,23,4880
2011,08,30,7735
2011,02,18,5719
2013,01,16,5399
2013,02,14,5279
2010,12,03,6540
2013,11,15,5060
2013,09,23,4543
2018,06,22,7312
2011,02,24,5204
2014,12,12,6175
2016,09,16,6298
2013,05,02,4677
2017,10,02,7465
2016,03,03,6748
2014,11,01,5577
2012,04,11,4790
2016,09,04,5218
2018,04,13,7486
2017,06,10,6585
2019,01,30,8706
2012,12,08,3463
2010,02,02,6975
2014,07,17,6111
2011,07,09,3022
2015,02,14,5181
2014,06,25,6077
2018,12,25,3825
2015,07,30,6301
2015,08,27,5989
2017,03,12,5585
2018,10,28,5959
2016,08,16,6302
2015,03,11,7841
2010,12,23,5514
2010,06,11,4785
2013,07,02,5403
2018,06,06,7984
2016,08,24,6220
2011,12,04,2990
2015,07,08,6660
2018,04,07,5566
2013,11,07,5011
2017,06,26,7655
2018,08,08,8018
2013,04,23,5651
2017,04,25,6267
2014,09,15,5314
2015,11,18,6902
2015,05,27,6510
2012,02,05,2848
2015,01,08,11005
2017,12,09,5403
2011,10,20,5626
2014,09,20,4506
2015,10,15,6164
2014,06,10,6561
2016,12,01,6998
2017,08,26,5705
2013,02,11,6045
2018,03,02,8553
2010,05,13,5384
2014,10,12,3977
2018,11,22,5640
2011,01,26,5856
2013,05,15,5121
2013,01,14,5128
2018,02,10,6098
2011,03,30,4928
2013,04,29,5212
2012,07,29,2905
2011,04,21,4703
2011,09,14,6226
2013,08,15,5065
2013,02,05,6175
2011,03,08,5541
2017,10,23,7491
2010,03,14,5559
2012,08,04,3014
2010,05,29,2970
2011,06,28,6301
2011,07,25,5749
2012,08,24,4795
2016,07,15,6925
2016,05,18,6331
2017,10,25,6925
2017,10,20,7090
2010,06,12,2954
2011,10,29,5961
2010,07,02,4878
2012,02,07,5429
2012,08,16,5078
2018,06,05,8345
2019,02,11,7234
2016,10,08,4880
2016,09,02,5890
2011,12,28,6168
2014,08,19,5856
2014,06,26,6340
2010,12,05,4267
2018,06,08,8047
2012,04,07,2819
2013,04,24,5006
2010,02,10,4099
2013,09,27,4463
2013,06,18,5671
2014,04,29,5731
2012,04,16,5570
2011,09,11,2959
2013,01,09,5627
2016,01,24,4415
2014,05,11,4331
2018,10,24,8615
2014,02,06,8566
2016,02,13,7397
2014,02,25,7134
2010,04,24,3382
2013,12,03,5349
2011,09,24,2609
2013,11,03,3792
2017,01,27,6842
2010,06,14,6264
2018,04,14,6075
2011,04,20,4955
2015,03,18,7642
2016,10,04,5751
2012,11,29,6242
2013,06,12,5766
2011,01,29,4283
2013,01,03,6447
2010,01,26,6611
2012,02,03,5234
2014,03,04,6735
2018,12,19,7606
2018,09,13,8188
2018,05,17,7891
2018,03,17,5790
2013,11,13,6900
2013,10,06,2800
2019,03,08,6633
2018,01,25,7763
2010,01,18,4019
2016,09,10,5456
2014,04,17,5745
2013,07,24,5386
2017,06,25,6305
2011,07,14,6039
2018,10,22,9581
2014,01,15,6349
2017,01,06,6221
2013,10,09,5316
2012,06,14,5262
2017,04,29,6684
2019,01,15,7967
2011,06,27,6067
2014,12,09,8655
2018,10,13,6404
2014,07,27,4006
2019,04,11,5531
2011,07,23,2893
2014,04,25,5281
2011,02,06,3240
2010,12,09,7499
2010,06,02,5718
2010,11,27,4431
2016,07,18,7348
2014,12,01,6500
2016,08,19,6206
2018,04,21,5575
2015,03,06,7023
2010,04,11,2888
2013,09,08,3365
2017,05,01,7078
2012,02,18,2795
2017,01,01,4190
2015,07,13,6951
2017,02,28,6327
2013,03,16,3551
2012,03,02,4760
2010,04,19,6617
2017,12,06,7391
2011,11,10,5268
2014,09,01,3870
2012,02,04,3266
2012,05,08,4909
2012,05,10,4740
2011,02,17,5958
2017,10,26,7302
2018,09,29,6801
2013,07,09,5972
2014,10,09,5188
2015,03,31,6850
2015,08,04,6622
2014,09,26,5220
2016,07,28,6271
2012,05,31,5644
2016,06,25,5808
2013,07,23,5548
2019,04,10,5411
2017,03,14,5288
2018,03,30,6139
2014,06,19,6274
2014,04,28,5836
2016,10,01,5059
2010,11,11,4480
2011,02,08,7630
2011,02,04,6424
2014,01,22,8345
2019,02,09,5817
2013,02,12,5634
2019,04,04,6463
2012,06,11,5396
2016,08,17,6349
2018,10,18,10089
2013,06,22,3790
2012,06,27,5242
2015,12,26,3260
2010,09,21,6271
2014,01,16,6228
2017,08,23,6481
2018,09,09,4835
2014,08,23,4496
2013,06,16,3690
2017,06,05,6874
2012,10,17,5799
2017,06,28,7227
2010,03,19,6632
2017,03,18,5087
2013,05,20,5784
2012,01,25,5408
2010,02,09,6317
2013,03,03,3293
2013,04,15,5126
2016,05,24,6669
2012,11,13,5801
2014,01,14,6483
2018,01,18,8105
2017,03,15,10302
2011,10,21,6434
2016,02,01,5972
2017,09,08,7501
2017,02,19,4844
2015,09,18,6120
2018,05,21,8112
2013,10,10,4926
2019,02,22,6488
2012,01,23,6047
2013,10,28,5468
2015,11,03,5706
2015,01,24,4603
2011,05,16,4648
2013,02,18,5209
2013,01,20,2488
2013,06,08,4253
2016,08,12,6175
2016,09,24,5269
2014,02,20,6406
2017,01,19,7103
2018,11,20,7593
2016,04,13,6237
2014,07,26,4409
2013,04,26,4924
2019,01,03,7461
2018,10,26,8111
2018,09,03,5804
2018,08,20,8032
2011,01,22,5121
2017,10,07,5664
2011,06,06,5007
2011,10,11,5800
2018,08,14,7728
2013,03,20,5690
2012,04,21,2884
2018,05,24,8200
2014,01,21,6471
2011,11,11,5058
2016,08,18,6111
2013,07,12,4763
2018,11,16,10121
2014,09,13,3612
2015,03,26,6422
2017,09,18,7453
2012,10,29,6092
2011,05,01,2229
2018,12,16,5554
2015,07,27,6848
2012,03,18,2761
2015,07,09,6120
2010,03,12,6025
2011,06,26,2448
2014,03,10,6060
2014,03,01,4721
2017,08,08,6231
2015,01,31,6302
2015,01,03,4009
2016,10,18,6529
2018,01,26,7341
2014,04,13,3814
2014,04,30,7091
2010,12,30,5292
2015,03,24,6787
2016,09,18,5064
2010,03,11,6366
2010,02,25,6313
2015,05,20,6316
2013,10,30,5314
2013,03,01,4861
2014,02,18,6588
2015,07,14,6763
2015,01,21,6588
2010,07,09,5247
2019,02,24,5224
2016,04,06,6534
2018,05,08,7532
2016,01,27,7853
2011,10,09,2643
2015,01,20,6087
2018,01,20,5726
2014,12,30,6099
2015,02,01,4790
2016,11,18,6350
2017,02,06,6799
2013,12,21,3258
2017,08,29,5803
2010,09,10,5323
2012,12,19,5498
2013,12,24,4184
2013,12,20,4867
2011,04,24,1982
2015,04,09,6432
2016,12,22,6124
2018,08,15,8126
2018,12,29,5072
2018,03,03,7003
2018,01,07,9488
2019,03,27,7234
2012,07,11,5573
2012,02,29,5059
2015,11,13,9627
2017,02,02,6771
2015,09,16,6389
2015,01,25,4072
2010,01,29,8437
2015,04,26,4485
2015,02,19,7419
2016,03,29,7372
2015,05,30,5396
2017,08,05,5464
2012,09,25,5352
2011,09,25,3073
2012,04,23,5638
2015,02,07,4898
2011,07,27,5550
2019,01,18,6433
2011,01,14,6454
2012,03,11,2689
2018,03,11,5187
2018,05,07,7754
2011,05,22,2183
2019,03,04,6883
2016,07,31,4674
2011,01,01,2894
2017,06,03,6664
2018,01,11,7658
2018,07,19,7930
2012,08,26,2983
2018,12,11,8123
2015,07,06,6451
2019,02,01,8985
2013,11,02,3418
2012,05,06,2591
2016,02,05,5887
2017,11,18,5722
2015,03,22,4499
2015,12,09,6222
2015,07,02,5951
2017,09,02,4786
2014,05,01,7677
2011,01,13,6882
2013,08,13,5355
2015,04,11,4497
2011,05,26,4757
2017,10,05,6480
2016,02,09,6539
2013,11,22,4144
2013,08,21,4704
2010,10,11,3849
2014,08,28,5489
2012,04,20,4458
2011,10,16,2770
2019,01,21,11291
2012,07,14,3166
2016,07,14,6850
2013,03,13,5591
2010,01,16,3179
2011,05,09,4775
2014,09,22,5680
2018,05,10,7223
2016,06,17,6638
2011,03,02,5243
2015,06,20,4915
2012,06,13,5663
2016,10,26,8710
2019,03,30,5592
2011,04,15,4674
2013,11,18,5412
2010,08,25,5731
2012,09,15,3503
2013,06,15,3860
2017,08,10,6837
2014,10,22,5847
2016,07,27,6206
2013,03,24,3081
2012,07,03,5680
2017,07,05,7526
2016,03,07,6317
2016,09,21,7285
2016,08,06,5341
2016,02,28,4465
2014,06,03,5994
2015,03,25,6395
2018,04,12,6882
2011,07,04,2738
2015,11,01,4444
2016,11,16,6711
2013,10,01,5057
2010,01,07,6791
2013,06,27,5437
2014,03,06,6675
2015,08,24,6140
2012,10,23,5158
2015,06,29,7650
2013,10,16,5215
2017,07,15,5811
2016,03,15,6781
2013,06,05,5773
2013,03,31,2687
2017,08,13,5477
2010,09,18,4068
2017,06,29,7302
2014,10,18,4114
2015,01,11,5218
2017,04,26,6964
2014,12,14,4035
2012,10,10,5381
2016,12,19,7566
2019,03,23,5621
2018,02,06,7631
2013,09,05,4982
2014,08,08,5830
2011,08,06,3084
2016,12,28,6642
2017,11,28,7555
2014,05,31,4569
2011,09,03,3478
2012,12,18,5263
2015,03,23,7121
2017,04,27,6303
2017,08,21,6677
2014,01,10,6489
2010,03,13,5163
2018,12,20,6735
2013,02,01,6287
2012,05,13,2576
2017,07,02,5357
2016,04,15,6227
2016,08,25,6222
2019,04,12,4881
2011,07,07,6092
2010,05,19,5919
2011,01,18,7156
2017,02,21,6870
2010,11,07,4108
2014,09,21,3990
2011,12,24,2991
2016,08,28,4983
2017,04,09,4894
2016,01,18,6080
2011,12,18,4183
2011,12,01,6809
2017,05,15,7426
2016,08,22,6762
2016,06,09,6672
2015,12,20,4740
2018,02,03,6105
2010,05,25,5557
2011,11,15,5591
2013,03,10,3087
2011,09,07,6103
2017,05,02,7124
2011,03,18,4818
2015,07,10,5844
2014,01,17,6123
2018,04,08,5254
2010,02,19,6288
2017,07,17,7420
2013,12,10,6043
2017,09,10,5706
2016,02,18,6902
2018,01,05,11006
2013,01,12,3364
2018,06,28,7614
2010,05,27,6173
2014,07,12,4292
2011,04,03,2388
2018,06,20,8012
2018,01,22,7950
2014,03,17,5869
2014,08,04,4952
2014,04,24,5583
2011,07,19,5832
2011,06,03,4560
2010,10,20,7133
2010,11,10,6401
2017,09,16,6249
2017,04,16,5238
2014,09,16,5569
2014,04,26,4068
2015,06,01,7152
2012,05,29,6246
2015,05,08,5996
2017,10,22,5424
2011,12,11,4041
2012,08,18,3483
2018,09,22,6499
2016,07,02,5145
2012,08,23,4799
2017,06,19,7886
2013,05,27,3510
2014,01,09,8318
2017,09,14,7147
2018,10,10,8235
2010,07,27,6118
2016,07,17,5392
2015,01,27,4785
2013,09,16,5044
2010,09,30,6347
2013,04,12,5331
2010,08,02,6441
2011,03,22,5499
2014,12,25,2915
2011,04,10,2417
2015,02,02,6682
2011,10,03,6164
2010,12,19,3366
2010,07,11,2896
2012,07,28,3188
2015,05,03,4923
2014,08,26,5658
2016,01,19,9922
2011,12,27,5494
2010,01,03,5596
2017,07,28,6497
2013,01,29,6021
2011,08,22,6100
2014,04,14,5590
2017,05,13,5102
2017,08,07,6459
2014,03,23,4094
2010,09,11,2929
2010,01,14,5833
2010,07,06,6229
2016,07,08,6016
2011,03,26,3263
2010,08,13,5237
2019,04,16,2812
2014,04,01,5998
2016,06,03,6328
2013,03,09,3493
2013,01,17,4992
2018,03,10,5518
2013,07,31,5304
2016,12,02,6915
2016,11,24,3980
2016,03,28,5735
2010,11,05,5994
2017,09,19,7041
2016,10,07,5750
2019,01,11,8418
2019,03,11,7502
2013,10,20,2888
2010,03,23,7058
2010,06,17,5468
2012,07,12,5414
2016,08,07,5320
2014,12,05,5815
2013,06,28,5234
2010,04,12,6549
2017,12,13,8790
2013,12,15,4387
2015,11,16,6671
2015,02,16,10188
2016,12,23,5330
2018,05,16,7455
2011,07,21,5206
2018,02,20,7632
2013,04,02,5623
2016,11,11,5679
2017,03,04,6019
2018,04,06,6338
2011,08,19,5555
2011,02,15,6612
2012,04,03,5163
2014,12,07,4812
2016,09,20,6960
2013,11,11,4285
2013,07,07,3306
2010,06,13,2564
2018,05,02,8013
2010,06,24,6059
2013,12,11,6323
2015,02,15,6059
2013,03,06,6319
2016,07,06,6982
2013,01,08,6048
2016,12,31,4154
2010,07,17,3183
2014,05,21,6208
2011,07,01,4977
2010,03,05,6174
2018,01,08,10763
2015,10,10,4473
2016,04,01,6176
2018,08,22,7253
2011,11,05,4251
2019,01,19,5140
2018,12,13,7284
2015,08,11,5856
2016,12,27,5978
2012,04,10,4852
2014,01,25,6263
2016,03,09,6368
2018,09,26,8576
2013,05,29,5716
2010,10,22,6892
2018,07,15,5666
2011,01,24,9011
2017,03,19,5094
2015,04,18,5107
2016,08,04,6375
2016,06,23,6861
2012,12,07,5426
2016,05,28,5340
2013,09,11,5108
2014,06,18,6721
2015,12,21,6221
2013,07,18,4905
2017,06,11,6117
2012,01,11,5516
2014,01,24,8716
2015,12,02,6245
2019,02,14,6745
2015,06,10,6731
2013,09,10,5067
2011,08,02,6126
2014,02,04,6602
2011,10,07,5611
2017,04,30,5618
2016,06,30,6547
2011,07,22,5039
2015,11,23,8213
2017,05,07,5351
2012,11,19,6503
2010,03,10,6451
2011,11,20,3019
2010,04,07,6301
2012,11,28,6261
2013,02,17,3629
2017,06,04,6472
2012,01,21,4244
2014,09,18,5681
2013,07,27,3372
2011,05,27,4505
2017,02,12,4916
2014,03,14,6118
2011,11,12,4123
2018,09,07,7967
2018,10,16,9720
2012,01,17,6227
2015,03,12,7911
2010,10,31,3865
2015,03,02,6783
2010,11,17,6351
2010,11,06,4079
2019,03,09,5479
2017,05,23,7138
2017,05,30,7061
2013,01,13,2977
2015,10,11,4477
2014,04,09,5602
2012,10,19,4444
2018,07,09,7759
2012,06,09,3253
2011,06,01,4848
2016,06,13,6920
2015,05,01,6118
2015,05,28,6747
2010,02,07,3659
2012,10,15,5457
2018,01,12,7771
2015,06,13,5438
2018,11,21,7266
2011,02,26,3244
2018,09,06,8354
2013,08,23,4717
2012,03,08,5075
2010,12,18,4109
2017,01,23,7618
2017,04,06,6744
2018,07,24,7912
2015,05,26,6942
2013,05,05,3186
2014,10,30,6443
2012,09,06,5035
2010,08,16,5745
2014,09,05,5684
2018,09,04,7886
2012,06,30,3191
2019,01,12,6477
2015,09,12,4691
2016,03,08,6542
2014,12,10,6750
2013,11,25,9138
2015,09,01,7358
2018,11,07,7660
2017,07,09,6080
2016,11,23,6087
2010,07,08,6126
2010,07,05,3347
2015,10,07,6601
2014,07,30,5597
2015,11,07,4848
2019,02,27,7376
2013,01,01,3261
2014,12,26,3966
2018,12,18,7865
2018,04,30,7568
2011,07,03,2082
2018,04,05,7180
2016,02,14,9753
2013,12,02,4925
2011,12,19,6691
2015,06,24,7555
2017,01,26,6700
2017,08,14,7178
2016,11,01,7048
2018,02,07,7102
2010,03,29,7028
2014,09,04,6115
2011,02,23,5964
2015,02,24,8557
2017,01,18,6559
2019,03,16,5513
2014,01,12,4469
2017,09,29,7247
2010,08,24,5851
