USAF,WBAN,StationName,State,Latitude,Longitude,MeanTemp,MinTemp,MaxTemp,DewPoint,Percipitation,WindSpeed,MaxSustainedWind,Gust,Rain,SnowDepth,SnowIce,Year,Month,Day,Borough
997280,99999,KINGS POINT,NY,40.8,-73.77,33.5,29.7,41.9,,0.0,15.3,20.0,,0,,0,2014,11,21,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,34.8,30.2,43.2,,0.0,9.9,14.0,,0,,0,2014,11,22,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,46.9,43.3,54.1,,0.0,8.2,12.0,,0,,0,2014,11,23,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,56.5,49.3,60.8,,0.0,11.7,27.0,,0,,0,2014,11,24,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,58.4,52.0,65.7,,0.0,9.5,15.9,,0,,0,2014,11,25,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,43.9,34.7,52.3,,0.0,8.1,14.0,,0,,0,2014,11,26,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,36.9,36.0,37.6,,0.0,10.1,20.0,,0,,0,2014,11,27,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,34.8,31.8,37.8,,0.0,11.7,15.9,,0,,0,2014,11,28,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,31.6,29.1,36.0,,0.0,5.5,8.0,,0,,0,2014,11,29,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,48.4,42.1,61.0,,0.0,13.0,21.0,,0,,0,2014,11,3,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,46.0,37.0,50.9,,0.0,7.4,14.0,,0,,0,2014,11,30,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,59.0,55.8,66.9,,0.0,7.7,12.0,,0,,0,2014,11,4,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,59.9,57.4,62.6,,0.0,8.3,13.0,,0,,0,2014,11,5,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,52.1,48.0,59.9,,0.0,3.3,6.0,,0,,0,2014,11,6,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,49.6,46.4,51.4,,0.0,10.6,15.0,,0,,0,2014,11,7,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,42.5,39.0,47.5,,0.0,9.6,18.1,,0,,0,2014,11,8,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,50.0,46.8,55.6,,0.0,6.7,12.0,,0,,0,2014,11,9,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,54.0,48.6,59.4,,0.0,8.2,15.0,,0,,0,2014,12,1,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,38.7,32.7,41.5,,0.0,14.6,19.0,,0,,0,2014,12,10,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,34.4,32.0,37.2,,0.0,13.8,17.1,,0,,0,2014,12,11,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,34.7,32.5,37.2,,0.0,10.7,15.0,,0,,0,2014,12,12,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,37.2,34.7,43.0,,0.0,10.0,15.0,,0,,0,2014,12,13,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,40.0,37.9,43.7,,0.0,8.2,12.0,,0,,0,2014,12,14,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,40.9,37.0,46.9,,0.0,4.8,9.9,,0,,0,2014,12,15,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,40.4,35.8,46.9,,0.0,1.9,4.1,,0,,0,2014,12,16,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,45.6,42.8,50.9,,0.0,5.8,15.0,,0,,0,2014,12,17,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,41.1,38.5,46.0,,0.0,12.7,18.1,,0,,0,2014,12,18,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,36.9,34.7,38.5,,0.0,10.5,14.0,,0,,0,2014,12,19,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,39.4,35.2,45.7,,0.0,8.2,13.0,,0,,0,2014,12,2,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,32.0,30.2,34.2,,0.0,7.0,12.0,,0,,0,2014,12,20,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,33.1,32.0,35.4,,0.0,5.4,8.9,,0,,0,2014,12,21,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,38.0,34.0,43.2,,0.0,4.5,6.0,,0,,0,2014,12,22,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,44.1,43.0,45.0,,0.0,4.1,6.0,,0,,0,2014,12,23,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,44.8,43.3,50.5,,0.0,3.1,6.0,,0,,0,2014,12,24,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,51.7,48.4,57.7,,0.0,13.4,22.0,,0,,0,2014,12,25,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,44.9,40.8,48.9,,0.0,7.9,14.0,,0,,0,2014,12,26,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,46.7,41.9,54.0,,0.0,3.8,8.9,,0,,0,2014,12,27,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,46.5,44.4,50.5,,0.0,6.5,12.0,,0,,0,2014,12,28,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,41.1,37.6,46.4,,0.0,8.0,11.1,,0,,0,2014,12,29,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,43.3,39.9,47.1,,0.0,6.3,12.0,,0,,0,2014,12,3,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,32.5,28.8,39.2,,0.0,8.1,13.0,,0,,0,2014,12,30,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,29.4,27.1,31.5,,0.0,8.0,14.0,,0,,0,2014,12,31,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,42.1,39.7,46.4,,0.0,10.0,15.0,,0,,0,2014,12,4,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,38.7,35.1,43.2,,0.0,4.8,8.0,,0,,0,2014,12,5,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,45.1,42.8,47.8,,0.0,3.1,7.0,,0,,0,2014,12,6,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,39.8,35.4,45.1,,0.0,14.1,18.1,,0,,0,2014,12,7,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,29.5,25.5,34.5,,0.0,9.7,14.0,,0,,0,2014,12,8,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,38.5,32.5,44.4,,0.0,10.1,17.1,,0,,0,2014,12,9,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,36.6,31.5,42.6,,0.0,3.1,9.9,,0,,0,2014,2,1,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,25.7,22.8,27.9,,0.0,10.8,18.1,,0,,0,2014,2,10,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,22.2,17.6,26.2,,0.0,9.7,12.0,,0,,0,2014,2,11,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,19.2,14.2,24.4,,0.0,7.7,14.0,,0,,0,2014,2,12,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,28.3,21.7,33.6,,0.0,8.0,14.0,,0,,0,2014,2,13,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,34.5,30.2,38.8,,0.0,14.5,21.0,,0,,0,2014,2,14,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,34.0,30.6,38.5,,0.0,6.8,17.1,,0,,0,2014,2,15,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,26.8,22.6,31.3,,0.0,14.3,20.0,,0,,0,2014,2,16,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,24.1,19.4,31.3,,0.0,11.1,20.0,,0,,0,2014,2,17,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,29.5,25.0,38.1,,0.0,4.4,15.9,,0,,0,2014,2,18,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,35.1,29.3,44.2,,0.0,3.7,11.1,,0,,0,2014,2,19,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,38.7,29.1,51.8,,0.0,2.1,8.0,,0,,0,2014,2,2,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,41.6,36.5,48.0,,0.0,5.3,14.0,,0,,0,2014,2,20,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,37.6,34.5,47.3,,0.0,4.6,15.0,,0,,0,2014,2,21,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,44.3,38.5,52.9,,0.0,9.0,18.1,,0,,0,2014,2,22,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,46.4,38.1,56.1,,0.0,4.7,11.1,,0,,0,2014,2,23,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,38.6,33.1,46.8,,0.0,11.3,20.0,,0,,0,2014,2,24,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,28.1,24.3,31.6,,0.0,11.6,20.0,,0,,0,2014,2,25,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,27.4,25.0,30.2,,0.0,9.1,15.0,,0,,0,2014,2,26,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,24.0,17.1,30.4,,0.0,8.9,21.0,,0,,0,2014,2,27,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,17.0,9.9,27.0,,0.0,11.3,21.0,,0,,0,2014,2,28,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,34.5,29.8,42.1,,0.0,7.0,12.0,,0,,0,2014,2,3,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,28.6,23.9,34.0,,0.0,5.2,8.9,,0,,0,2014,2,4,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,30.8,28.9,31.8,,0.0,2.4,8.0,,0,,0,2014,2,5,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,26.7,22.5,31.8,,0.0,0.2,4.1,,0,,0,2014,2,6,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,28.1,25.5,32.0,,0.0,4.0,14.0,,0,,0,2014,2,7,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,26.9,22.5,31.5,,0.0,7.9,15.9,,0,,0,2014,2,8,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,26.0,21.4,28.6,,0.0,4.9,8.9,,0,,0,2014,2,9,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,25.1,19.4,35.1,,0.0,4.1,8.9,,0,,0,2014,3,1,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,40.3,36.3,48.0,,0.0,5.6,14.0,,0,,0,2014,3,10,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,48.9,41.5,62.6,,0.0,4.8,9.9,,0,,0,2014,3,11,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,46.5,37.9,57.2,,0.0,5.7,19.0,,0,,0,2014,3,12,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,27.8,19.2,46.8,,0.0,20.2,26.0,,0,,0,2014,3,13,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,28.7,21.9,39.4,,0.0,12.1,20.0,,0,,0,2014,3,14,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,45.5,37.8,53.1,,0.0,11.2,20.0,,0,,0,2014,3,15,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,36.8,30.6,50.5,,0.0,11.7,18.1,,0,,0,2014,3,16,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,28.1,23.5,32.7,,0.0,6.7,12.0,,0,,0,2014,3,17,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,31.5,26.6,39.0,,0.0,4.3,8.9,,0,,0,2014,3,18,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,35.1,29.8,42.8,,0.0,2.8,6.0,,0,,0,2014,3,19,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,35.9,34.0,38.3,,0.0,4.2,8.9,,0,,0,2014,3,2,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,43.5,37.4,49.3,,0.0,9.3,19.0,,0,,0,2014,3,20,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,42.2,38.7,46.8,,0.0,13.5,20.0,,0,,0,2014,3,21,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,46.1,37.0,58.3,,0.0,7.3,21.0,,0,,0,2014,3,22,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,40.3,36.7,51.3,,0.0,9.1,15.9,,0,,0,2014,3,23,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,28.2,22.3,35.8,,0.0,10.9,17.1,,0,,0,2014,3,24,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,30.7,25.2,35.6,,0.0,5.1,11.1,,0,,0,2014,3,25,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,33.0,31.3,34.9,,0.0,15.8,26.0,,0,,0,2014,3,26,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,29.4,23.9,37.9,,0.0,11.9,22.0,,0,,0,2014,3,27,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,43.0,37.2,51.3,,0.0,9.9,15.0,,0,,0,2014,3,28,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,47.1,41.7,53.2,,0.0,4.4,9.9,,0,,0,2014,3,29,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,25.6,20.8,36.1,,0.0,9.3,13.0,,0,,0,2014,3,3,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,44.3,41.5,47.1,,0.0,8.4,15.0,,0,,0,2014,3,30,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,40.8,34.9,49.6,,0.0,12.5,19.0,,0,,0,2014,3,31,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,19.6,13.1,27.3,,0.0,6.6,11.1,,0,,0,2014,3,4,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,29.7,26.8,34.2,,0.0,3.8,6.0,,0,,0,2014,3,5,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,24.1,16.2,30.9,,0.0,8.9,15.0,,0,,0,2014,3,6,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,28.3,24.1,34.3,,0.0,4.6,8.0,,0,,0,2014,3,7,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,39.3,32.4,51.3,,0.0,4.8,13.0,,0,,0,2014,3,8,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,39.5,35.1,46.4,,0.0,9.4,12.0,,0,,0,2014,3,9,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,44.3,38.1,58.3,,0.0,6.1,14.0,,0,,0,2014,4,1,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,47.2,41.0,51.8,,0.0,11.3,20.0,,0,,0,2014,4,10,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,55.7,49.8,67.6,,0.0,8.2,17.1,,0,,0,2014,4,11,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,55.9,46.8,65.8,,0.0,5.0,15.9,,0,,0,2014,4,12,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,56.1,48.7,65.7,,0.0,8.7,18.1,,0,,0,2014,4,13,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,57.7,53.1,63.9,,0.0,14.3,22.0,,0,,0,2014,4,14,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,54.8,47.3,58.6,,0.0,18.2,26.0,,0,,0,2014,4,15,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,38.4,32.0,45.5,,0.0,13.3,24.1,,0,,0,2014,4,16,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,40.3,35.8,45.0,,0.0,5.6,11.1,,0,,0,2014,4,17,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,38.8,34.9,44.4,,0.0,3.5,8.0,,0,,0,2014,4,18,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,49.7,41.0,64.2,,0.0,5.3,12.0,,0,,0,2014,4,19,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,43.1,39.2,50.7,,0.0,4.5,13.0,,0,,0,2014,4,2,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,50.5,45.7,59.4,,0.0,5.8,9.9,,0,,0,2014,4,20,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,47.5,37.9,57.6,,0.0,3.7,9.9,,0,,0,2014,4,21,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,53.7,48.7,59.5,,0.0,7.7,13.0,,0,,0,2014,4,22,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,54.1,48.9,60.8,,0.0,10.5,18.1,,0,,0,2014,4,23,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,48.8,43.3,58.1,,0.0,15.0,22.9,,0,,0,2014,4,24,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,50.5,43.7,55.8,,0.0,7.7,18.1,,0,,0,2014,4,25,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,50.7,43.7,62.4,,0.0,4.9,11.1,,0,,0,2014,4,26,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,50.4,46.4,55.0,,0.0,8.0,13.0,,0,,0,2014,4,27,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,52.4,45.7,61.5,,0.0,5.0,8.9,,0,,0,2014,4,28,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,48.5,44.4,53.6,,0.0,3.9,9.9,,0,,0,2014,4,29,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,48.2,40.3,60.8,,0.0,2.6,5.1,,0,,0,2014,4,3,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,43.9,41.2,47.3,,0.0,3.5,5.1,,0,,0,2014,4,30,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,43.7,40.1,50.0,,0.0,3.1,8.0,,0,,0,2014,4,4,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,43.8,38.5,50.0,,0.0,8.3,21.0,,0,,0,2014,4,5,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,43.6,37.2,56.8,,0.0,7.7,17.1,,0,,0,2014,4,6,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,44.6,39.4,50.4,,0.0,4.2,11.1,,0,,0,2014,4,7,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,50.1,43.0,61.0,,0.0,8.0,21.0,,0,,0,2014,4,8,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,49.9,42.6,55.9,,0.0,9.9,20.0,,0,,0,2014,4,9,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,57.1,46.8,68.7,,0.0,8.1,15.9,,0,,0,2014,5,1,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,62.0,54.1,75.2,,0.0,5.1,12.0,,0,,0,2014,5,10,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,66.1,58.6,74.8,,0.0,5.8,13.0,,0,,0,2014,5,11,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,68.6,57.9,75.0,,0.0,4.1,14.0,,0,,0,2014,5,12,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,64.7,59.2,69.1,,0.0,4.3,11.1,,0,,0,2014,5,13,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,54.6,49.6,64.0,,0.0,3.4,7.0,,0,,0,2014,5,14,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,61.4,54.9,71.6,,0.0,5.9,14.0,,0,,0,2014,5,15,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,67.1,65.5,69.1,,0.0,12.8,21.0,,0,,0,2014,5,16,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,60.8,54.3,66.4,,0.0,8.5,22.9,,0,,0,2014,5,17,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,59.1,52.2,64.0,,0.0,5.9,11.1,,0,,0,2014,5,18,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,59.7,52.7,67.3,,0.0,7.8,14.0,,0,,0,2014,5,19,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,59.7,52.3,65.8,,0.0,6.2,15.9,,0,,0,2014,5,2,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,63.9,56.1,75.6,,0.0,4.2,14.0,,0,,0,2014,5,20,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,67.2,63.0,71.8,,0.0,3.7,8.0,,0,,0,2014,5,21,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,60.8,58.5,65.3,,0.0,4.8,12.0,,0,,0,2014,5,22,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,59.1,56.7,62.6,,0.0,3.0,7.0,,0,,0,2014,5,23,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,59.9,56.5,65.7,,0.0,4.0,7.0,,0,,0,2014,5,24,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,64.1,55.9,79.0,,0.0,3.7,11.1,,0,,0,2014,5,25,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,71.1,64.8,80.2,,0.0,5.3,11.1,,0,,0,2014,5,26,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,74.9,69.4,81.9,,0.0,4.4,11.1,,0,,0,2014,5,27,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,59.5,54.3,76.5,,0.0,5.1,11.1,,0,,0,2014,5,28,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,54.5,50.2,60.8,,0.0,5.6,11.1,,0,,0,2014,5,29,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,58.5,53.4,62.4,,0.0,7.0,15.9,,0,,0,2014,5,3,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,61.0,55.2,71.8,,0.0,3.7,12.0,,0,,0,2014,5,30,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,62.5,58.3,67.5,,0.0,6.6,14.0,,0,,0,2014,5,31,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,56.8,54.7,59.5,,0.0,11.6,21.0,,0,,0,2014,5,4,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,56.3,50.5,63.7,,0.0,11.7,21.0,,0,,0,2014,5,5,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,57.2,51.3,62.6,,0.0,6.0,14.0,,0,,0,2014,5,6,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,56.0,49.6,64.9,,0.0,5.0,15.0,,0,,0,2014,5,7,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,54.2,52.0,56.8,,0.0,4.6,9.9,,0,,0,2014,5,8,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,53.6,52.0,56.7,,0.0,3.8,7.0,,0,,0,2014,5,9,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,63.4,55.9,73.2,,0.0,3.6,11.1,,0,,0,2014,6,1,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,66.7,63.7,73.8,,0.0,4.4,7.0,,0,,0,2014,6,10,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,65.6,60.8,69.6,,0.0,3.8,7.0,,0,,0,2014,6,11,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,63.6,59.2,73.2,,0.0,3.2,7.0,,0,,0,2014,6,12,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,67.5,62.8,72.1,,0.0,3.9,8.0,,0,,0,2014,6,13,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,68.2,65.8,71.4,,0.0,6.4,15.0,,0,,0,2014,6,14,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,67.0,60.4,77.0,,0.0,7.7,14.0,,0,,0,2014,6,15,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,69.5,62.4,75.0,,0.0,4.4,12.0,,0,,0,2014,6,16,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,73.9,67.8,84.2,,0.0,6.3,13.0,,0,,0,2014,6,17,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,79.7,75.9,83.8,,0.0,9.3,14.0,,0,,0,2014,6,18,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,72.6,66.9,82.0,,0.0,3.1,8.0,,0,,0,2014,6,19,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,66.7,60.1,72.1,,0.0,7.9,14.0,,0,,0,2014,6,2,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,71.6,64.4,77.2,,0.0,4.9,8.0,,0,,0,2014,6,20,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,68.6,62.2,73.4,,0.0,5.1,8.9,,0,,0,2014,6,21,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,68.3,62.4,75.7,,0.0,4.7,9.9,,0,,0,2014,6,22,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,71.1,64.2,78.3,,0.0,4.8,13.0,,0,,0,2014,6,23,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,70.9,67.1,74.7,,0.0,10.0,19.0,,0,,0,2014,6,24,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,72.5,69.3,77.9,,0.0,10.5,21.0,,0,,0,2014,6,25,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,75.7,69.6,84.4,,0.0,4.5,13.0,,0,,0,2014,6,26,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,72.7,67.3,80.2,,0.0,4.4,12.0,,0,,0,2014,6,27,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,73.5,64.9,84.9,,0.0,3.1,11.1,,0,,0,2014,6,28,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,71.7,67.3,75.6,,0.0,6.6,13.0,,0,,0,2014,6,29,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,72.0,65.5,79.2,,0.0,5.6,13.0,,0,,0,2014,6,3,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,72.4,67.3,77.5,,0.0,7.7,13.0,,0,,0,2014,6,30,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,67.0,61.0,75.9,,0.0,3.6,8.9,,0,,0,2014,6,4,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,65.3,61.0,73.6,,0.0,4.3,8.9,,0,,0,2014,6,5,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,66.8,61.0,72.5,,0.0,7.3,12.0,,0,,0,2014,6,6,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,69.7,61.2,81.5,,0.0,2.9,6.0,,0,,0,2014,6,7,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,73.5,65.8,81.5,,0.0,4.5,15.0,,0,,0,2014,6,8,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,66.7,62.2,71.8,,0.0,4.1,12.0,,0,,0,2014,6,9,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,74.9,70.9,79.9,,0.0,9.8,18.1,,0,,0,2014,7,1,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,74.5,69.3,81.5,,0.0,3.4,11.1,,0,,0,2014,7,10,BRONX
997280,99999,KINGS POINT,NY,40.8,-73.77,74.6,69.1,82.0,,0.0,4.5,8.9,,0,,0,2014,7,11,BRONX
