CreatedDateYear,CreatedDateMonth,Borough,ComplaintType,requests
2014,10,STATEN ISLAND,Street Light Condition,531
2014,10,STATEN ISLAND,Blocked Driveway,229
2014,10,BRONX,Traffic Signal Condition,433
2014,10,MANHATTAN,General Construction/Plumbing,549
2014,10,BRONX,Street Condition,469
2014,10,QUEENS,Water System,992
2014,10,MANHATTAN,Water System,785
2014,10,BRONX,Blocked Driveway,1031
2014,10,STATEN ISLAND,General Construction/Plumbing,131
2014,10,BRONX,Street Light Condition,1341
2014,10,MANHATTAN,Blocked Driveway,226
2014,10,STATEN ISLAND,Water System,852
2014,10,STATEN ISLAND,Traffic Signal Condition,116
2014,10,MANHATTAN,Street Condition,1196
2014,10,BRONX,General Construction/Plumbing,302
2014,10,QUEENS,Street Condition,1372
2014,10,Unspecified,Traffic Signal Condition,29
2014,10,QUEENS,Traffic Signal Condition,747
2014,10,BROOKLYN,Blocked Driveway,2668
2014,10,BROOKLYN,Street Light Condition,2435
2014,11,STATEN ISLAND,Street Light Condition,417
2014,11,BROOKLYN,Noise - Residential,4657
2014,11,STATEN ISLAND,Blocked Driveway,186
2014,11,QUEENS,General Construction/Plumbing,646
2014,11,BRONX,Street Condition,449
2014,11,BROOKLYN,Street Condition,1197
2014,11,Unspecified,Street Light Condition,93
2014,11,BRONX,Street Light Condition,1393
2014,11,BRONX,General Construction/Plumbing,253
2014,11,BROOKLYN,Street Light Condition,2053
2014,11,QUEENS,Street Light Condition,2473
2014,11,MANHATTAN,Noise - Residential,4472
2014,11,Unspecified,Blocked Driveway,4
2014,11,STATEN ISLAND,Traffic Signal Condition,81
2014,11,STATEN ISLAND,General Construction/Plumbing,103
2014,11,Unspecified,Noise - Residential,6
2014,11,QUEENS,Traffic Signal Condition,811
2014,11,BROOKLYN,Traffic Signal Condition,1359
2014,11,QUEENS,Street Condition,1228
2014,11,BROOKLYN,General Construction/Plumbing,1152
2014,11,MANHATTAN,Water System,649
2014,11,MANHATTAN,Traffic Signal Condition,616
2014,11,STATEN ISLAND,Noise - Residential,300
2014,11,QUEENS,Noise - Residential,2417
2014,11,MANHATTAN,Street Condition,1057
2014,11,MANHATTAN,Street Light Condition,996
2014,11,BRONX,Blocked Driveway,1063
2014,11,BRONX,Water System,375
2014,11,BROOKLYN,Water System,812
2014,11,Unspecified,Traffic Signal Condition,20
2014,11,BRONX,Traffic Signal Condition,422
2014,11,MANHATTAN,Blocked Driveway,241
2014,11,BRONX,Noise - Residential,4015
2014,11,STATEN ISLAND,Water System,505
2014,11,MANHATTAN,General Construction/Plumbing,500
2014,11,QUEENS,Blocked Driveway,3073
2014,11,STATEN ISLAND,Street Condition,466
2014,11,QUEENS,Water System,1189
2014,11,BROOKLYN,Blocked Driveway,2882
2014,12,Unspecified,Street Light Condition,123
2014,12,BRONX,Noise - Residential,4071
2014,12,STATEN ISLAND,Noise - Residential,386
2014,12,MANHATTAN,Water System,518
2014,12,QUEENS,Noise - Residential,2450
2014,12,BROOKLYN,Blocked Driveway,2989
2014,12,STATEN ISLAND,Blocked Driveway,227
2014,12,STATEN ISLAND,Street Condition,681
2014,12,MANHATTAN,Blocked Driveway,255
2014,12,QUEENS,Blocked Driveway,3115
2014,12,STATEN ISLAND,Water System,396
2014,12,MANHATTAN,Street Light Condition,1055
2014,12,BROOKLYN,General Construction/Plumbing,1085
2014,12,STATEN ISLAND,Street Light Condition,558
2014,12,BRONX,Street Condition,768
2014,12,Unspecified,Blocked Driveway,9
2014,12,MANHATTAN,Traffic Signal Condition,595
2014,12,STATEN ISLAND,Traffic Signal Condition,121
2014,12,QUEENS,Traffic Signal Condition,739
2014,12,Unspecified,Traffic Signal Condition,21
2014,12,QUEENS,Street Condition,2133
2014,12,BRONX,Water System,291
2014,12,BRONX,Traffic Signal Condition,440
2014,12,BROOKLYN,Water System,953
2014,12,BROOKLYN,Street Light Condition,2439
2014,12,MANHATTAN,Street Condition,990
2014,12,STATEN ISLAND,General Construction/Plumbing,116
2014,12,MANHATTAN,General Construction/Plumbing,456
2014,12,MANHATTAN,Noise - Residential,4190
2014,12,BROOKLYN,Traffic Signal Condition,1455
2014,12,BRONX,General Construction/Plumbing,268
2014,12,QUEENS,General Construction/Plumbing,523
2014,12,BROOKLYN,Noise - Residential,4363
2014,12,QUEENS,Street Light Condition,2451
2014,12,BROOKLYN,Street Condition,1842
2014,12,QUEENS,Water System,1204
2014,12,BRONX,Street Light Condition,1662
2014,12,BRONX,Blocked Driveway,1234
2014,12,Unspecified,Noise - Residential,15
2015,01,BRONX,Traffic Signal Condition,418
2015,01,MANHATTAN,Street Condition,1108
2015,01,STATEN ISLAND,Street Condition,998
2015,01,BRONX,Water System,600
2015,01,STATEN ISLAND,Street Light Condition,414
2015,01,QUEENS,Street Condition,2260
2015,01,BROOKLYN,Traffic Signal Condition,1979
2015,01,MANHATTAN,Noise - Residential,4152
2015,01,STATEN ISLAND,Blocked Driveway,212
2015,01,BRONX,General Construction/Plumbing,197
2015,01,QUEENS,Blocked Driveway,2952
2015,01,MANHATTAN,Blocked Driveway,196
2015,01,QUEENS,Street Light Condition,2097
2015,01,STATEN ISLAND,Noise - Residential,350
2015,01,BRONX,Noise - Residential,4229
2015,01,BROOKLYN,General Construction/Plumbing,1032
2015,01,BROOKLYN,Blocked Driveway,2615
2015,01,MANHATTAN,Street Light Condition,915
2015,01,STATEN ISLAND,Traffic Signal Condition,137
2015,01,MANHATTAN,Water System,1042
2015,01,BRONX,Street Condition,666
2015,01,BRONX,Blocked Driveway,1248
2015,01,Unspecified,Street Light Condition,113
2015,01,BROOKLYN,Noise - Residential,4365
2015,01,MANHATTAN,General Construction/Plumbing,431
2015,01,MANHATTAN,Traffic Signal Condition,652
2015,01,QUEENS,General Construction/Plumbing,475
2015,01,QUEENS,Traffic Signal Condition,1229
2015,01,BROOKLYN,Street Light Condition,2250
2015,01,BROOKLYN,Street Condition,2079
2015,01,Unspecified,Blocked Driveway,10
2015,01,Unspecified,Noise - Residential,21
2015,01,STATEN ISLAND,General Construction/Plumbing,109
2015,01,BROOKLYN,Water System,1607
2015,01,QUEENS,Noise - Residential,2217
2015,01,Unspecified,Traffic Signal Condition,24
2015,01,STATEN ISLAND,Water System,548
2015,01,BRONX,Street Light Condition,1228
2015,01,QUEENS,Water System,1702
2015,02,STATEN ISLAND,Street Condition,1555
2015,02,Unspecified,Street Light Condition,106
2015,02,QUEENS,General Construction/Plumbing,345
2015,02,STATEN ISLAND,Street Light Condition,482
2015,02,STATEN ISLAND,Noise - Residential,294
2015,02,QUEENS,Street Condition,3201
2015,02,BRONX,Water System,802
2015,02,BROOKLYN,Water System,2103
2015,02,MANHATTAN,Blocked Driveway,231
2015,02,BROOKLYN,Street Light Condition,2115
2015,02,QUEENS,Noise - Residential,2045
2015,02,BROOKLYN,Noise - Residential,3691
2015,02,BROOKLYN,Street Condition,2471
2015,02,BRONX,Blocked Driveway,1571
2015,02,BROOKLYN,Traffic Signal Condition,2041
2015,02,Unspecified,Blocked Driveway,6
2015,02,MANHATTAN,Water System,794
2015,02,BRONX,General Construction/Plumbing,185
2015,02,MANHATTAN,General Construction/Plumbing,433
2015,02,BRONX,Street Light Condition,1392
2015,02,STATEN ISLAND,General Construction/Plumbing,73
2015,02,MANHATTAN,Noise - Residential,3538
2015,02,BROOKLYN,General Construction/Plumbing,895
2015,02,BRONX,Noise - Residential,3715
2015,02,Unspecified,Traffic Signal Condition,36
2015,02,BRONX,Street Condition,1062
2015,02,MANHATTAN,Traffic Signal Condition,606
2015,02,QUEENS,Street Light Condition,2146
2015,02,STATEN ISLAND,Blocked Driveway,242
2015,02,MANHATTAN,Street Condition,1430
2015,02,STATEN ISLAND,Traffic Signal Condition,145
2015,02,STATEN ISLAND,Water System,740
2015,02,Unspecified,Noise - Residential,5
2015,02,QUEENS,Traffic Signal Condition,1488
2015,02,QUEENS,Water System,2633
2015,02,BRONX,Traffic Signal Condition,384
2015,02,QUEENS,Blocked Driveway,3500
2015,02,BROOKLYN,Blocked Driveway,2729
2015,02,MANHATTAN,Street Light Condition,1041
2015,03,Unspecified,Traffic Signal Condition,26
2015,03,MANHATTAN,General Construction/Plumbing,582
2015,03,BRONX,General Construction/Plumbing,283
2015,03,STATEN ISLAND,Noise - Residential,394
2015,03,BROOKLYN,Street Condition,6840
2015,03,BRONX,Street Light Condition,1394
2015,03,Unspecified,Street Light Condition,121
2015,03,MANHATTAN,Traffic Signal Condition,705
2015,03,STATEN ISLAND,Street Condition,4279
2015,03,MANHATTAN,Noise - Residential,4031
2015,03,MANHATTAN,Street Light Condition,947
2015,03,QUEENS,Street Condition,8359
2015,03,BROOKLYN,Traffic Signal Condition,2205
2015,03,STATEN ISLAND,General Construction/Plumbing,90
2015,03,MANHATTAN,Blocked Driveway,226
2015,03,STATEN ISLAND,Traffic Signal Condition,129
2015,03,QUEENS,Street Light Condition,2903
2015,03,BROOKLYN,Noise - Residential,4304
2015,03,STATEN ISLAND,Blocked Driveway,265
2015,03,QUEENS,Water System,1979
2015,03,STATEN ISLAND,Water System,435
2015,03,MANHATTAN,Street Condition,3001
2015,03,BRONX,Water System,726
2015,03,Unspecified,Noise - Residential,9
2015,03,STATEN ISLAND,Street Light Condition,529
2015,03,QUEENS,General Construction/Plumbing,496
2015,03,MANHATTAN,Water System,917
2015,03,BROOKLYN,Street Light Condition,2617
2015,03,QUEENS,Blocked Driveway,3686
2015,03,BROOKLYN,General Construction/Plumbing,1291
2015,03,BRONX,Traffic Signal Condition,524
2015,03,BRONX,Street Condition,2877
2015,03,BRONX,Noise - Residential,3948
2015,03,BROOKLYN,Blocked Driveway,3204
2015,03,QUEENS,Noise - Residential,2260
2015,03,QUEENS,Traffic Signal Condition,1828
2015,03,Unspecified,Blocked Driveway,13
2015,03,BRONX,Blocked Driveway,1625
2015,03,BROOKLYN,Water System,1971
2015,04,QUEENS,Water System,1547
2015,04,QUEENS,Street Condition,5572
2015,04,BROOKLYN,Street Light Condition,2791
2015,04,STATEN ISLAND,Traffic Signal Condition,112
2015,04,STATEN ISLAND,Water System,709
2015,04,BROOKLYN,Water System,1379
2015,04,QUEENS,Traffic Signal Condition,1060
2015,04,MANHATTAN,General Construction/Plumbing,632
2015,04,QUEENS,General Construction/Plumbing,656
2015,04,BROOKLYN,Noise - Residential,4703
2015,04,BROOKLYN,Blocked Driveway,2448
2015,04,MANHATTAN,Street Condition,2339
2015,04,Unspecified,Noise - Residential,14
2015,04,MANHATTAN,Water System,907
2015,04,BRONX,Street Light Condition,1531
2015,04,BROOKLYN,Traffic Signal Condition,1225
2015,04,Unspecified,Traffic Signal Condition,24
2015,04,QUEENS,Noise - Residential,2781
2015,04,Unspecified,Blocked Driveway,5
2015,04,Unspecified,Street Light Condition,73
2015,04,BROOKLYN,General Construction/Plumbing,1577
2015,04,BRONX,Water System,655
2015,04,BRONX,Street Condition,1773
2015,04,STATEN ISLAND,General Construction/Plumbing,121
2015,04,QUEENS,Street Light Condition,3013
2015,04,BRONX,General Construction/Plumbing,379
2015,04,STATEN ISLAND,Street Light Condition,463
2015,04,BRONX,Noise - Residential,3810
2015,04,BROOKLYN,Street Condition,4448
2015,04,MANHATTAN,Traffic Signal Condition,505
2015,04,QUEENS,Blocked Driveway,2881
2015,04,MANHATTAN,Blocked Driveway,204
2015,04,BRONX,Traffic Signal Condition,425
2015,04,STATEN ISLAND,Noise - Residential,464
2015,04,BRONX,Blocked Driveway,1136
2015,04,MANHATTAN,Noise - Residential,4325
2015,04,MANHATTAN,Street Light Condition,1149
2015,04,STATEN ISLAND,Street Condition,2443
2015,04,STATEN ISLAND,Blocked Driveway,184
2015,05,STATEN ISLAND,Noise - Residential,797
2015,05,BRONX,Street Light Condition,1516
2015,05,STATEN ISLAND,General Construction/Plumbing,187
2015,05,MANHATTAN,Water System,829
2015,05,BROOKLYN,Water System,1421
2015,05,STATEN ISLAND,Street Condition,1519
2015,05,BRONX,Water System,872
2015,05,MANHATTAN,Street Condition,1892
2015,05,Unspecified,Noise - Residential,7
2015,05,STATEN ISLAND,Street Light Condition,604
2015,05,BRONX,General Construction/Plumbing,379
2015,05,QUEENS,Street Light Condition,2544
2015,05,BRONX,Blocked Driveway,1363
2015,05,STATEN ISLAND,Traffic Signal Condition,110
2015,05,MANHATTAN,General Construction/Plumbing,661
2015,05,QUEENS,Street Condition,3586
2015,05,QUEENS,Noise - Residential,4910
2015,05,STATEN ISLAND,Water System,477
2015,05,MANHATTAN,Noise - Residential,4722
2015,05,BROOKLYN,Noise - Residential,7267
2015,05,Unspecified,Traffic Signal Condition,20
2015,05,QUEENS,Traffic Signal Condition,802
2015,05,BROOKLYN,Street Light Condition,2764
2015,05,BROOKLYN,General Construction/Plumbing,1804
2015,05,BROOKLYN,Blocked Driveway,2960
2015,05,BRONX,Noise - Residential,4863
2015,05,Unspecified,Street Light Condition,97
2015,05,MANHATTAN,Traffic Signal Condition,584
2015,05,BROOKLYN,Traffic Signal Condition,855
2015,05,QUEENS,Blocked Driveway,3296
2015,05,Unspecified,Blocked Driveway,8
2015,05,QUEENS,General Construction/Plumbing,787
2015,05,QUEENS,Water System,1547
2015,05,BRONX,Street Condition,1128
2015,05,BROOKLYN,Street Condition,3117
2015,05,STATEN ISLAND,Blocked Driveway,194
2015,05,MANHATTAN,Street Light Condition,1090
2015,05,BRONX,Traffic Signal Condition,401
2015,05,MANHATTAN,Blocked Driveway,243
2015,06,BROOKLYN,General Construction/Plumbing,1926
2015,06,BROOKLYN,Street Condition,3647
2015,06,QUEENS,Street Condition,3728
2015,06,BRONX,Blocked Driveway,1444
2015,06,STATEN ISLAND,Traffic Signal Condition,153
2015,06,MANHATTAN,Street Condition,1931
2015,06,QUEENS,Traffic Signal Condition,1122
2015,06,QUEENS,Noise - Residential,4237
2015,06,QUEENS,Blocked Driveway,3504
2015,06,STATEN ISLAND,Street Condition,1317
2015,06,BRONX,Street Light Condition,1681
2015,06,Unspecified,Street Light Condition,111
2015,06,STATEN ISLAND,Street Light Condition,611
2015,06,BROOKLYN,Blocked Driveway,3168
2015,06,MANHATTAN,Noise - Residential,3568
2015,06,MANHATTAN,Traffic Signal Condition,654
2015,06,Unspecified,Blocked Driveway,5
2015,06,BROOKLYN,Street Light Condition,2628
2015,06,QUEENS,General Construction/Plumbing,851
2015,06,QUEENS,Street Light Condition,2698
2015,06,BRONX,Noise - Residential,4056
2015,06,MANHATTAN,General Construction/Plumbing,706
2015,06,Unspecified,Noise - Residential,22
2015,06,MANHATTAN,Street Light Condition,902
2015,06,STATEN ISLAND,Noise - Residential,670
2015,06,BRONX,Water System,1444
2015,06,BROOKLYN,Traffic Signal Condition,1168
2015,06,QUEENS,Water System,1561
2015,06,MANHATTAN,Blocked Driveway,206
2015,06,Unspecified,Traffic Signal Condition,27
2015,06,BRONX,Street Condition,1035
2015,06,BRONX,Traffic Signal Condition,448
2015,06,STATEN ISLAND,Blocked Driveway,234
2015,06,BRONX,General Construction/Plumbing,451
2015,06,STATEN ISLAND,General Construction/Plumbing,262
2015,06,STATEN ISLAND,Water System,437
2015,06,BROOKLYN,Water System,1969
2015,06,BROOKLYN,Noise - Residential,5886
2015,06,MANHATTAN,Water System,1425
2015,07,BRONX,Street Light Condition,1374
2015,07,MANHATTAN,Traffic Signal Condition,596
2015,07,QUEENS,General Construction/Plumbing,869
2015,07,MANHATTAN,Street Condition,1601
2015,07,BROOKLYN,Water System,2549
2015,07,MANHATTAN,Street Light Condition,1092
2015,07,QUEENS,Street Light Condition,2546
2015,07,STATEN ISLAND,Noise - Residential,736
2015,07,BROOKLYN,Traffic Signal Condition,1020
2015,07,MANHATTAN,General Construction/Plumbing,727
2015,07,BRONX,Street Condition,775
2015,07,BRONX,General Construction/Plumbing,451
2015,07,BRONX,Noise - Residential,3681
2015,07,QUEENS,Water System,1962
2015,07,STATEN ISLAND,Water System,388
2015,07,STATEN ISLAND,Blocked Driveway,224
2015,07,Unspecified,Noise - Residential,20
2015,07,Unspecified,Blocked Driveway,7
2015,07,QUEENS,Noise - Residential,4280
2015,07,QUEENS,Blocked Driveway,3236
2015,07,BROOKLYN,Street Light Condition,2446
2015,07,STATEN ISLAND,Traffic Signal Condition,224
2015,07,Unspecified,Traffic Signal Condition,70
2015,07,BROOKLYN,Noise - Residential,5888
2015,07,BRONX,Water System,2288
2015,07,STATEN ISLAND,General Construction/Plumbing,171
2015,07,STATEN ISLAND,Street Condition,1141
2015,07,MANHATTAN,Noise - Residential,2856
2015,07,MANHATTAN,Blocked Driveway,210
2015,07,Unspecified,Street Light Condition,114
2015,07,BRONX,Traffic Signal Condition,355
2015,07,BRONX,Blocked Driveway,1260
2015,07,BROOKLYN,General Construction/Plumbing,1962
2015,07,MANHATTAN,Water System,1839
2015,07,BROOKLYN,Blocked Driveway,2687
2015,07,STATEN ISLAND,Street Light Condition,486
2015,07,QUEENS,Traffic Signal Condition,878
2015,07,BROOKLYN,Street Condition,2243
2015,07,QUEENS,Street Condition,2671
2015,08,QUEENS,Blocked Driveway,3403
2015,08,MANHATTAN,Street Light Condition,881
2015,08,MANHATTAN,Traffic Signal Condition,576
2015,08,MANHATTAN,General Construction/Plumbing,762
2015,08,QUEENS,Street Condition,2683
2015,08,Unspecified,Street Light Condition,107
2015,08,MANHATTAN,Street Condition,1295
2015,08,BRONX,General Construction/Plumbing,399
2015,08,MANHATTAN,Noise - Residential,3156
2015,08,BROOKLYN,Blocked Driveway,2587
2015,08,BROOKLYN,Water System,1873
2015,08,QUEENS,Street Light Condition,2622
2015,08,STATEN ISLAND,Noise - Residential,772
2015,08,BROOKLYN,Street Condition,2713
2015,08,Unspecified,Blocked Driveway,9
2015,08,STATEN ISLAND,Street Condition,1087
2015,08,STATEN ISLAND,Street Light Condition,458
2015,08,QUEENS,Traffic Signal Condition,721
2015,08,BRONX,Traffic Signal Condition,346
2015,08,BRONX,Noise - Residential,4237
2015,08,QUEENS,Water System,1389
2015,08,BROOKLYN,Street Light Condition,2251
2015,08,BROOKLYN,General Construction/Plumbing,1729
2015,08,BROOKLYN,Noise - Residential,6274
2015,08,STATEN ISLAND,Water System,361
2015,08,BROOKLYN,Traffic Signal Condition,855
2015,08,MANHATTAN,Blocked Driveway,189
2015,08,BRONX,Street Condition,881
2015,08,STATEN ISLAND,General Construction/Plumbing,152
2015,08,STATEN ISLAND,Blocked Driveway,249
2015,08,QUEENS,General Construction/Plumbing,825
2015,08,Unspecified,Traffic Signal Condition,15
2015,08,QUEENS,Noise - Residential,5038
2015,08,BRONX,Blocked Driveway,1301
2015,08,STATEN ISLAND,Traffic Signal Condition,138
2015,08,BRONX,Water System,1310
2015,08,BRONX,Street Light Condition,1595
2015,08,Unspecified,Noise - Residential,25
2015,08,MANHATTAN,Water System,1317
2015,09,BROOKLYN,Blocked Driveway,3269
2015,09,MANHATTAN,Water System,855
2015,09,QUEENS,Noise - Residential,4455
2015,09,MANHATTAN,Street Condition,1215
2015,09,STATEN ISLAND,Street Light Condition,494
2015,09,QUEENS,Street Light Condition,2641
2015,09,BRONX,Blocked Driveway,1350
2015,09,QUEENS,Blocked Driveway,3543
2015,09,Unspecified,Blocked Driveway,7
2015,09,BROOKLYN,Traffic Signal Condition,1090
2015,09,MANHATTAN,Street Light Condition,1208
2015,09,STATEN ISLAND,Noise - Residential,638
2015,09,Unspecified,Noise - Residential,1
2015,09,MANHATTAN,Traffic Signal Condition,1129
2015,09,BRONX,General Construction/Plumbing,457
2015,09,BRONX,Water System,973
2015,09,QUEENS,Traffic Signal Condition,1004
2015,09,Unspecified,Traffic Signal Condition,38
2015,09,Unspecified,Street Light Condition,109
2015,09,QUEENS,General Construction/Plumbing,819
2015,09,MANHATTAN,General Construction/Plumbing,754
2015,09,STATEN ISLAND,Water System,399
2015,09,STATEN ISLAND,Blocked Driveway,244
2015,09,QUEENS,Water System,1464
2015,09,BROOKLYN,General Construction/Plumbing,1796
2015,09,MANHATTAN,Blocked Driveway,258
2015,09,BROOKLYN,Street Light Condition,2534
2015,09,BROOKLYN,Water System,1446
2015,09,STATEN ISLAND,Street Condition,884
2015,09,STATEN ISLAND,General Construction/Plumbing,175
2015,09,STATEN ISLAND,Traffic Signal Condition,145
2015,09,BRONX,Traffic Signal Condition,448
2015,09,BRONX,Noise - Residential,4088
2015,09,BROOKLYN,Street Condition,2029
2015,09,BRONX,Street Light Condition,1645
2015,09,MANHATTAN,Noise - Residential,3734
2015,09,BROOKLYN,Noise - Residential,6016
2015,09,BRONX,Street Condition,707
2015,09,QUEENS,Street Condition,1797
2015,10,STATEN ISLAND,Street Condition,732
2015,10,QUEENS,Noise - Residential,3131
2015,10,Unspecified,Noise - Residential,4
2015,10,MANHATTAN,Noise - Residential,4406
2015,10,BRONX,Street Light Condition,1777
2015,10,Unspecified,Traffic Signal Condition,31
2015,10,QUEENS,Street Condition,1666
2015,10,QUEENS,Street Light Condition,2747
2015,10,BROOKLYN,Traffic Signal Condition,1132
2015,10,MANHATTAN,Blocked Driveway,261
2015,10,QUEENS,Traffic Signal Condition,898
2015,10,BROOKLYN,General Construction/Plumbing,1766
2015,10,QUEENS,General Construction/Plumbing,740
2015,10,STATEN ISLAND,Street Light Condition,500
2015,10,BRONX,Street Condition,716
2015,10,BROOKLYN,Street Light Condition,2312
2015,10,BRONX,Noise - Residential,4056
2015,10,STATEN ISLAND,Blocked Driveway,239
2015,10,BROOKLYN,Street Condition,1823
2015,10,STATEN ISLAND,General Construction/Plumbing,140
2015,10,MANHATTAN,Traffic Signal Condition,610
2015,10,Unspecified,Street Light Condition,99
2015,10,QUEENS,Water System,1503
2015,10,BROOKLYN,Noise - Residential,4734
2015,10,BRONX,Water System,516
2015,10,MANHATTAN,General Construction/Plumbing,638
2015,10,STATEN ISLAND,Water System,468
2015,10,BRONX,General Construction/Plumbing,383
2015,10,BROOKLYN,Blocked Driveway,3476
2015,10,BRONX,Blocked Driveway,1577
2015,10,STATEN ISLAND,Noise - Residential,402
2015,10,QUEENS,Blocked Driveway,3849
2015,10,STATEN ISLAND,Traffic Signal Condition,141
2015,10,MANHATTAN,Street Light Condition,1096
2015,10,BROOKLYN,Water System,1216
2015,10,MANHATTAN,Water System,905
2015,10,Unspecified,Blocked Driveway,5
2015,10,BRONX,Traffic Signal Condition,420
2015,10,MANHATTAN,Street Condition,1188
2015,11,STATEN ISLAND,Blocked Driveway,267
2015,11,BROOKLYN,Street Light Condition,2012
2015,11,MANHATTAN,Noise - Residential,4048
2015,11,STATEN ISLAND,Street Light Condition,467
2015,11,BRONX,Street Condition,462
2015,11,STATEN ISLAND,Water System,306
2015,11,QUEENS,Water System,1366
2015,11,BRONX,Water System,476
2015,11,MANHATTAN,General Construction/Plumbing,708
2015,11,MANHATTAN,Street Condition,1124
2015,11,Unspecified,Noise - Residential,8
2015,11,STATEN ISLAND,Noise - Residential,342
2015,11,Unspecified,Street Light Condition,80
2015,11,BROOKLYN,Blocked Driveway,3705
2015,11,Unspecified,Blocked Driveway,1
2015,11,BRONX,Traffic Signal Condition,363
2015,11,BRONX,General Construction/Plumbing,379
2015,11,QUEENS,Traffic Signal Condition,656
2015,11,BROOKLYN,Street Condition,1284
2015,11,QUEENS,Street Light Condition,2475
2015,11,BRONX,Blocked Driveway,1597
2015,11,Unspecified,Traffic Signal Condition,33
2015,11,BROOKLYN,Noise - Residential,4692
2015,11,BROOKLYN,Water System,1043
2015,11,QUEENS,Blocked Driveway,3820
2015,11,MANHATTAN,Street Light Condition,1138
2015,11,MANHATTAN,Blocked Driveway,250
2015,11,STATEN ISLAND,General Construction/Plumbing,121
2015,11,STATEN ISLAND,Traffic Signal Condition,125
2015,11,BROOKLYN,General Construction/Plumbing,1499
2015,11,QUEENS,Noise - Residential,2765
2015,11,STATEN ISLAND,Street Condition,626
2015,11,BRONX,Noise - Residential,4252
2015,11,QUEENS,Street Condition,1313
2015,11,BROOKLYN,Traffic Signal Condition,806
2015,11,BRONX,Street Light Condition,1248
2015,11,QUEENS,General Construction/Plumbing,693
2015,11,MANHATTAN,Traffic Signal Condition,587
2015,11,MANHATTAN,Water System,767
2015,12,STATEN ISLAND,Street Condition,660
2015,12,BRONX,Traffic Signal Condition,376
2015,12,Unspecified,Noise - Residential,2
2015,12,BROOKLYN,Water System,1074
2015,12,Unspecified,Traffic Signal Condition,49
2015,12,BROOKLYN,General Construction/Plumbing,1542
2015,12,QUEENS,Street Condition,2070
2015,12,BROOKLYN,Street Condition,1501
2015,12,BRONX,Street Condition,728
2015,12,STATEN ISLAND,Traffic Signal Condition,123
2015,12,BROOKLYN,Blocked Driveway,3596
2015,12,BRONX,Water System,389
2015,12,STATEN ISLAND,Water System,358
2015,12,Unspecified,Blocked Driveway,9
2015,12,QUEENS,Traffic Signal Condition,822
2015,12,MANHATTAN,Blocked Driveway,232
2015,12,STATEN ISLAND,Blocked Driveway,291
2015,12,QUEENS,Street Light Condition,2761
2015,12,QUEENS,General Construction/Plumbing,731
2015,12,MANHATTAN,Traffic Signal Condition,534
2015,12,BRONX,General Construction/Plumbing,321
2015,12,MANHATTAN,General Construction/Plumbing,551
2015,12,QUEENS,Noise - Residential,3172
2015,12,STATEN ISLAND,General Construction/Plumbing,103
2015,12,BROOKLYN,Street Light Condition,2283
2015,12,BRONX,Noise - Residential,4400
2015,12,BROOKLYN,Traffic Signal Condition,704
2015,12,QUEENS,Blocked Driveway,3807
2015,12,STATEN ISLAND,Street Light Condition,430
2015,12,MANHATTAN,Street Condition,930
2015,12,STATEN ISLAND,Noise - Residential,397
2015,12,MANHATTAN,Water System,601
2015,12,MANHATTAN,Noise - Residential,4357
2015,12,QUEENS,Water System,1639
2015,12,BROOKLYN,Noise - Residential,5070
2015,12,Unspecified,Street Light Condition,130
2015,12,BRONX,Street Light Condition,1602
2015,12,MANHATTAN,Street Light Condition,1131
2015,12,BRONX,Blocked Driveway,1589
2016,01,STATEN ISLAND,General Construction/Plumbing,109
2016,01,BROOKLYN,Street Condition,1538
2016,01,Unspecified,Traffic Signal Condition,44
2016,01,MANHATTAN,Street Light Condition,1038
2016,01,BROOKLYN,General Construction/Plumbing,1296
2016,01,BROOKLYN,Blocked Driveway,3516
2016,01,Unspecified,Street Light Condition,161
2016,01,STATEN ISLAND,Traffic Signal Condition,179
2016,01,BRONX,Water System,540
2016,01,QUEENS,Noise - Residential,2469
2016,01,MANHATTAN,General Construction/Plumbing,515
2016,01,BROOKLYN,Traffic Signal Condition,1302
2016,01,MANHATTAN,Street Condition,1063
2016,01,QUEENS,Traffic Signal Condition,1056
2016,01,BRONX,Blocked Driveway,1804
2016,01,Unspecified,Noise - Residential,18
2016,01,BROOKLYN,Street Light Condition,1968
2016,01,BROOKLYN,Water System,1403
2016,01,STATEN ISLAND,Noise - Residential,336
2016,01,QUEENS,Street Condition,2052
2016,01,BRONX,Traffic Signal Condition,552
2016,01,BRONX,Noise - Residential,4282
2016,01,MANHATTAN,Noise - Residential,4382
2016,01,STATEN ISLAND,Water System,355
2016,01,BRONX,Street Light Condition,1643
2016,01,MANHATTAN,Traffic Signal Condition,620
2016,01,MANHATTAN,Blocked Driveway,233
2016,01,MANHATTAN,Water System,2664
2016,01,BRONX,Street Condition,907
2016,01,Unspecified,Blocked Driveway,12
2016,01,QUEENS,Water System,1467
2016,01,QUEENS,Blocked Driveway,4253
2016,01,QUEENS,Street Light Condition,2448
2016,01,STATEN ISLAND,Blocked Driveway,285
2016,01,BRONX,General Construction/Plumbing,286
2016,01,QUEENS,General Construction/Plumbing,527
2016,01,STATEN ISLAND,Street Light Condition,476
2016,01,BROOKLYN,Noise - Residential,4459
2016,01,STATEN ISLAND,Street Condition,667
2016,02,BROOKLYN,Water System,1694
2016,02,STATEN ISLAND,Street Condition,1242
2016,02,Unspecified,Water System,1
