CreatedDateYear,CreatedDateMonth,Borough,ComplaintType,requests
2012,05,BRONX,Street Condition,803
2012,05,STATEN ISLAND,Traffic Signal Condition,145
2012,05,QUEENS,General Construction/Plumbing,605
2012,05,Unspecified,Traffic Signal Condition,29
2012,05,BRONX,Noise - Residential,2649
2012,05,MANHATTAN,Street Condition,1130
2012,05,QUEENS,Blocked Driveway,1773
2012,05,STATEN ISLAND,Street Condition,700
2012,05,STATEN ISLAND,Blocked Driveway,127
2012,05,BROOKLYN,Street Light Condition,2193
2012,05,QUEENS,Water System,1136
2012,05,BRONX,Water System,936
2012,05,MANHATTAN,Traffic Signal Condition,797
2012,05,Unspecified,Street Light Condition,104
2012,06,BROOKLYN,Street Light Condition,2090
2012,06,MANHATTAN,Water System,866
2012,06,BRONX,Traffic Signal Condition,410
2012,06,Unspecified,Street Light Condition,108
2012,06,STATEN ISLAND,General Construction/Plumbing,186
2012,06,STATEN ISLAND,Noise - Residential,406
2012,06,STATEN ISLAND,Street Light Condition,564
2012,06,MANHATTAN,General Construction/Plumbing,516
2012,06,Unspecified,Traffic Signal Condition,36
2012,06,STATEN ISLAND,Street Condition,623
2012,06,BROOKLYN,General Construction/Plumbing,1240
2012,06,QUEENS,Street Condition,1713
2012,06,MANHATTAN,Street Condition,1202
2012,06,BROOKLYN,Noise - Residential,3417
2012,06,MANHATTAN,Noise - Residential,1659
2012,06,STATEN ISLAND,Traffic Signal Condition,159
2012,06,BRONX,Noise - Residential,2330
2012,06,QUEENS,Blocked Driveway,1730
2012,06,QUEENS,Noise - Residential,2537
2012,06,QUEENS,Street Light Condition,2372
2012,06,STATEN ISLAND,Blocked Driveway,153
2012,06,BRONX,General Construction/Plumbing,434
2012,06,BROOKLYN,Street Condition,1726
2012,06,BROOKLYN,Traffic Signal Condition,811
2012,06,QUEENS,Water System,1296
2012,06,STATEN ISLAND,Water System,376
2012,06,MANHATTAN,Traffic Signal Condition,940
2012,06,BRONX,Water System,1637
2012,06,MANHATTAN,Blocked Driveway,104
2012,06,BRONX,Blocked Driveway,618
2012,06,BRONX,Street Condition,786
2012,06,QUEENS,General Construction/Plumbing,698
2012,06,BROOKLYN,Blocked Driveway,1684
2012,06,BROOKLYN,Water System,1440
2012,06,Unspecified,Water System,70
2012,06,QUEENS,Traffic Signal Condition,954
2012,06,MANHATTAN,Street Light Condition,1249
2012,06,BRONX,Street Light Condition,1963
2012,07,BRONX,Street Light Condition,1675
2012,07,QUEENS,General Construction/Plumbing,593
2012,07,MANHATTAN,Street Condition,1112
2012,07,BROOKLYN,Street Light Condition,1887
2012,07,MANHATTAN,Noise - Residential,1343
2012,07,STATEN ISLAND,Noise - Residential,400
2012,07,QUEENS,Traffic Signal Condition,877
2012,07,BRONX,Blocked Driveway,663
2012,07,BRONX,Traffic Signal Condition,351
2012,07,STATEN ISLAND,Street Condition,638
2012,07,BROOKLYN,Street Condition,1538
2012,07,MANHATTAN,Street Light Condition,837
2012,07,STATEN ISLAND,Water System,364
2012,07,Unspecified,Street Light Condition,111
2012,07,MANHATTAN,General Construction/Plumbing,550
2012,07,Unspecified,General Construction/Plumbing,1
2012,07,Unspecified,Street Condition,1
2012,07,MANHATTAN,Water System,1706
2012,07,QUEENS,Blocked Driveway,1750
2012,07,BRONX,Street Condition,586
2012,07,STATEN ISLAND,Blocked Driveway,146
2012,07,STATEN ISLAND,Traffic Signal Condition,119
2012,07,STATEN ISLAND,General Construction/Plumbing,204
2012,07,BROOKLYN,Water System,2714
2012,07,BROOKLYN,General Construction/Plumbing,1394
2012,07,MANHATTAN,Blocked Driveway,100
2012,07,BRONX,General Construction/Plumbing,388
2012,07,QUEENS,Water System,2048
2012,07,BROOKLYN,Blocked Driveway,1511
2012,07,BROOKLYN,Noise - Residential,3292
2012,07,QUEENS,Street Condition,1724
2012,07,Unspecified,Water System,108
2012,07,BROOKLYN,Traffic Signal Condition,728
2012,07,BRONX,Noise - Residential,2165
2012,07,MANHATTAN,Traffic Signal Condition,742
2012,07,BRONX,Water System,3078
2012,07,STATEN ISLAND,Street Light Condition,504
2012,07,QUEENS,Noise - Residential,2590
2012,07,Unspecified,Traffic Signal Condition,30
2012,07,QUEENS,Street Light Condition,2272
2012,08,QUEENS,General Construction/Plumbing,735
2012,08,MANHATTAN,Water System,1023
2012,08,Unspecified,Street Light Condition,103
2012,08,STATEN ISLAND,Traffic Signal Condition,170
2012,08,BROOKLYN,Street Condition,1680
2012,08,QUEENS,Blocked Driveway,1760
2012,08,BRONX,Traffic Signal Condition,336
2012,08,BRONX,Street Light Condition,1321
2012,08,BROOKLYN,Water System,1269
2012,08,MANHATTAN,Blocked Driveway,109
2012,08,MANHATTAN,Noise - Residential,1662
2012,08,BROOKLYN,Street Light Condition,1937
2012,08,STATEN ISLAND,Street Condition,568
2012,08,STATEN ISLAND,Water System,303
2012,08,BRONX,General Construction/Plumbing,383
2012,08,MANHATTAN,Street Light Condition,1156
2012,08,MANHATTAN,Traffic Signal Condition,760
2012,08,BROOKLYN,General Construction/Plumbing,1499
2012,08,BRONX,Blocked Driveway,534
2012,08,Unspecified,Traffic Signal Condition,35
2012,08,MANHATTAN,Street Condition,1007
2012,08,STATEN ISLAND,Blocked Driveway,138
2012,08,BRONX,Noise - Residential,2501
2012,08,BRONX,Street Condition,528
2012,08,STATEN ISLAND,General Construction/Plumbing,172
2012,08,QUEENS,Noise - Residential,2665
2012,08,QUEENS,Traffic Signal Condition,932
2012,08,BROOKLYN,Blocked Driveway,1453
2012,08,STATEN ISLAND,Noise - Residential,388
2012,08,QUEENS,Street Condition,1647
2012,08,QUEENS,Water System,1240
2012,08,STATEN ISLAND,Street Light Condition,598
2012,08,BROOKLYN,Traffic Signal Condition,760
2012,08,BROOKLYN,Noise - Residential,3653
2012,08,MANHATTAN,General Construction/Plumbing,641
2012,08,QUEENS,Street Light Condition,2626
2012,08,BRONX,Water System,1186
2012,09,QUEENS,General Construction/Plumbing,793
2012,09,QUEENS,Street Light Condition,2217
2012,09,BROOKLYN,Blocked Driveway,1819
2012,09,QUEENS,Traffic Signal Condition,906
2012,09,MANHATTAN,Noise - Residential,2440
2012,09,BRONX,Water System,358
2012,09,BRONX,Noise - Residential,2786
2012,09,STATEN ISLAND,Water System,417
2012,09,Unspecified,Traffic Signal Condition,38
2012,09,STATEN ISLAND,Street Condition,544
2012,09,MANHATTAN,Street Condition,944
2012,09,QUEENS,Street Condition,1552
2012,09,BRONX,Street Light Condition,1511
2012,09,STATEN ISLAND,Street Light Condition,469
2012,09,BRONX,General Construction/Plumbing,369
2012,09,MANHATTAN,Traffic Signal Condition,1062
2012,09,BROOKLYN,Water System,729
2012,09,STATEN ISLAND,Traffic Signal Condition,110
2012,09,MANHATTAN,Blocked Driveway,162
2012,09,STATEN ISLAND,Blocked Driveway,143
2012,09,BROOKLYN,Street Light Condition,1832
2012,09,MANHATTAN,Street Light Condition,946
2012,09,BROOKLYN,Street Condition,1193
2012,09,MANHATTAN,General Construction/Plumbing,469
2012,09,BRONX,Traffic Signal Condition,628
2012,09,BROOKLYN,Traffic Signal Condition,859
2012,09,Unspecified,Street Light Condition,114
2012,09,BROOKLYN,General Construction/Plumbing,1150
2012,09,STATEN ISLAND,General Construction/Plumbing,133
2012,09,MANHATTAN,Water System,503
2012,09,BRONX,Blocked Driveway,607
2012,09,QUEENS,Blocked Driveway,1982
2012,09,QUEENS,Noise - Residential,3202
2012,09,BROOKLYN,Noise - Residential,4560
2012,09,STATEN ISLAND,Noise - Residential,427
2012,09,BRONX,Street Condition,467
2012,09,QUEENS,Water System,1175
2012,10,MANHATTAN,General Construction/Plumbing,652
2012,10,QUEENS,Traffic Signal Condition,1393
2012,10,MANHATTAN,Water System,459
2012,10,MANHATTAN,Street Condition,1035
2012,10,MANHATTAN,Noise - Residential,2846
2012,10,BRONX,Traffic Signal Condition,692
2012,10,STATEN ISLAND,Traffic Signal Condition,226
2012,10,STATEN ISLAND,Water System,375
2012,10,QUEENS,Water System,838
2012,10,BROOKLYN,Blocked Driveway,1639
2012,10,QUEENS,Street Condition,1468
2012,10,BROOKLYN,Noise - Residential,3277
2012,10,Unspecified,Noise - Residential,4
2012,10,STATEN ISLAND,General Construction/Plumbing,178
2012,10,QUEENS,Street Light Condition,2503
2012,10,Unspecified,Street Light Condition,159
2012,10,BRONX,Street Condition,453
2012,10,BROOKLYN,General Construction/Plumbing,1265
2012,10,QUEENS,General Construction/Plumbing,781
2012,10,BRONX,Water System,358
2012,10,MANHATTAN,Blocked Driveway,148
2012,10,BRONX,Noise - Residential,2659
2012,10,STATEN ISLAND,Blocked Driveway,132
2012,10,BRONX,General Construction/Plumbing,286
2012,10,MANHATTAN,Street Light Condition,1120
2012,10,Unspecified,Traffic Signal Condition,42
2012,10,BRONX,Street Light Condition,1661
2012,10,STATEN ISLAND,Street Condition,524
2012,10,STATEN ISLAND,Street Light Condition,408
2012,10,BROOKLYN,Traffic Signal Condition,1519
2012,10,BROOKLYN,Street Light Condition,2167
2012,10,STATEN ISLAND,Noise - Residential,333
2012,10,MANHATTAN,Traffic Signal Condition,1191
2012,10,BROOKLYN,Street Condition,1023
2012,10,BROOKLYN,Water System,906
2012,10,QUEENS,Noise - Residential,2125
2012,10,BRONX,Blocked Driveway,566
2012,10,QUEENS,Blocked Driveway,1753
2012,11,STATEN ISLAND,Noise - Residential,198
2012,11,QUEENS,Street Light Condition,2634
2012,11,BROOKLYN,Traffic Signal Condition,2237
2012,11,BRONX,Street Condition,492
2012,11,MANHATTAN,Water System,492
2012,11,BRONX,Traffic Signal Condition,698
2012,11,QUEENS,Blocked Driveway,1746
2012,11,QUEENS,General Construction/Plumbing,1092
2012,11,BRONX,General Construction/Plumbing,303
2012,11,Unspecified,Noise - Residential,2
2012,11,BROOKLYN,Blocked Driveway,1619
2012,11,STATEN ISLAND,Street Light Condition,636
2012,11,QUEENS,Traffic Signal Condition,1937
2012,11,QUEENS,Water System,831
2012,11,BRONX,Street Light Condition,1541
2012,11,BROOKLYN,Noise - Residential,2550
2012,11,BRONX,Water System,266
2012,11,MANHATTAN,Blocked Driveway,139
2012,11,BROOKLYN,Water System,699
2012,11,STATEN ISLAND,General Construction/Plumbing,143
2012,11,STATEN ISLAND,Water System,424
2012,11,STATEN ISLAND,Blocked Driveway,124
2012,11,QUEENS,Street Condition,1044
2012,11,BRONX,Blocked Driveway,580
2012,11,BRONX,Noise - Residential,2645
2012,11,STATEN ISLAND,Traffic Signal Condition,339
2012,11,STATEN ISLAND,Street Condition,223
2012,11,BROOKLYN,Street Light Condition,2227
2012,11,BROOKLYN,General Construction/Plumbing,1006
2012,11,MANHATTAN,Noise - Residential,2499
2012,11,MANHATTAN,Traffic Signal Condition,1667
2012,11,BROOKLYN,Street Condition,1098
2012,11,QUEENS,Noise - Residential,1402
2012,11,Unspecified,Street Light Condition,71
2012,11,MANHATTAN,Street Light Condition,1005
2012,11,MANHATTAN,General Construction/Plumbing,381
2012,11,MANHATTAN,Street Condition,792
2012,11,Unspecified,Traffic Signal Condition,59
2012,12,QUEENS,General Construction/Plumbing,491
2012,12,BRONX,Blocked Driveway,693
2012,12,STATEN ISLAND,Noise - Residential,235
2012,12,BROOKLYN,Water System,697
2012,12,BRONX,Water System,166
2012,12,QUEENS,Blocked Driveway,2025
2012,12,BROOKLYN,Blocked Driveway,1839
2012,12,QUEENS,Street Light Condition,2686
2012,12,STATEN ISLAND,Water System,369
2012,12,BRONX,General Construction/Plumbing,290
2012,12,MANHATTAN,Street Condition,1111
2012,12,BRONX,Traffic Signal Condition,618
2012,12,BRONX,Noise - Residential,3300
2012,12,Unspecified,Noise - Residential,3
2012,12,STATEN ISLAND,Blocked Driveway,161
2012,12,MANHATTAN,Traffic Signal Condition,1335
2012,12,STATEN ISLAND,Street Condition,420
2012,12,Unspecified,Street Light Condition,87
2012,12,STATEN ISLAND,General Construction/Plumbing,171
2012,12,BRONX,Street Condition,553
2012,12,STATEN ISLAND,Traffic Signal Condition,197
2012,12,QUEENS,Traffic Signal Condition,1392
2012,12,BROOKLYN,Street Light Condition,2149
2012,12,QUEENS,Noise - Residential,1841
2012,12,QUEENS,Street Condition,1323
2012,12,MANHATTAN,Water System,480
2012,12,MANHATTAN,General Construction/Plumbing,456
2012,12,QUEENS,Water System,1029
2012,12,MANHATTAN,Street Light Condition,935
2012,12,BROOKLYN,Traffic Signal Condition,2201
2012,12,Unspecified,Traffic Signal Condition,30
2012,12,MANHATTAN,Blocked Driveway,184
2012,12,STATEN ISLAND,Street Light Condition,642
2012,12,MANHATTAN,Noise - Residential,3377
2012,12,BRONX,Street Light Condition,1422
2012,12,BROOKLYN,Street Condition,1355
2012,12,BROOKLYN,Noise - Residential,3219
2012,12,BROOKLYN,General Construction/Plumbing,862
2013,01,STATEN ISLAND,Water System,996
2013,01,BROOKLYN,General Construction/Plumbing,997
2013,01,STATEN ISLAND,General Construction/Plumbing,143
2013,01,BROOKLYN,Blocked Driveway,1706
2013,01,QUEENS,Blocked Driveway,1831
2013,01,Unspecified,Noise - Residential,2
2013,01,Unspecified,Street Light Condition,92
2013,01,QUEENS,General Construction/Plumbing,423
2013,01,MANHATTAN,Street Condition,1360
2013,01,MANHATTAN,Noise - Residential,3142
2013,01,MANHATTAN,Traffic Signal Condition,1091
2013,01,BRONX,Street Condition,708
2013,01,BROOKLYN,Noise - Residential,3225
2013,01,BROOKLYN,Traffic Signal Condition,1813
2013,01,MANHATTAN,Blocked Driveway,147
2013,01,STATEN ISLAND,Street Light Condition,565
2013,01,BROOKLYN,Street Condition,1671
2013,01,BRONX,Blocked Driveway,635
2013,01,QUEENS,Street Condition,2216
2013,01,STATEN ISLAND,Noise - Residential,201
2013,01,BRONX,Traffic Signal Condition,512
2013,01,MANHATTAN,Water System,635
2013,01,BRONX,Noise - Residential,3088
2013,01,STATEN ISLAND,Blocked Driveway,115
2013,01,BRONX,General Construction/Plumbing,316
2013,01,Unspecified,Traffic Signal Condition,57
2013,01,MANHATTAN,General Construction/Plumbing,520
2013,01,BROOKLYN,Street Light Condition,2558
2013,01,BROOKLYN,Water System,1396
2013,01,STATEN ISLAND,Traffic Signal Condition,313
2013,01,QUEENS,Traffic Signal Condition,1205
2013,01,QUEENS,Street Light Condition,2590
2013,01,QUEENS,Noise - Residential,1826
2013,01,BRONX,Water System,582
2013,01,QUEENS,Water System,2030
2013,01,BRONX,Street Light Condition,1053
2013,01,STATEN ISLAND,Street Condition,639
2013,01,MANHATTAN,Street Light Condition,1055
2013,02,MANHATTAN,Traffic Signal Condition,716
2013,02,BROOKLYN,Water System,1070
2013,02,STATEN ISLAND,Noise - Residential,210
2013,02,BRONX,General Construction/Plumbing,243
2013,02,Unspecified,Traffic Signal Condition,28
2013,02,STATEN ISLAND,Street Light Condition,491
2013,02,STATEN ISLAND,General Construction/Plumbing,129
2013,02,BROOKLYN,Street Condition,1977
2013,02,BRONX,Noise - Residential,2944
2013,02,BROOKLYN,Street Light Condition,2020
2013,02,BROOKLYN,General Construction/Plumbing,843
2013,02,STATEN ISLAND,Water System,325
2013,02,MANHATTAN,Street Condition,1398
2013,02,BROOKLYN,Noise - Residential,2943
2013,02,BROOKLYN,Traffic Signal Condition,1824
2013,02,QUEENS,Water System,971
2013,02,BRONX,Traffic Signal Condition,513
2013,02,BRONX,Street Condition,932
2013,02,Unspecified,Street Light Condition,108
2013,02,QUEENS,Street Condition,2913
2013,02,MANHATTAN,General Construction/Plumbing,479
2013,02,BROOKLYN,Blocked Driveway,1519
2013,02,QUEENS,Street Light Condition,2255
2013,02,STATEN ISLAND,Blocked Driveway,132
2013,02,MANHATTAN,Water System,820
2013,02,BRONX,Street Light Condition,1364
2013,02,QUEENS,General Construction/Plumbing,428
2013,02,MANHATTAN,Noise - Residential,2924
2013,02,QUEENS,Blocked Driveway,1747
2013,02,BRONX,Blocked Driveway,681
2013,02,QUEENS,Noise - Residential,1500
2013,02,MANHATTAN,Blocked Driveway,134
2013,02,STATEN ISLAND,Street Condition,809
2013,02,MANHATTAN,Street Light Condition,1052
2013,02,Unspecified,Noise - Residential,1
2013,02,BRONX,Water System,356
2013,02,STATEN ISLAND,Traffic Signal Condition,216
2013,02,QUEENS,Traffic Signal Condition,1129
2013,03,BROOKLYN,Street Light Condition,2101
2013,03,BRONX,Street Light Condition,1406
2013,03,QUEENS,General Construction/Plumbing,492
2013,03,BRONX,Traffic Signal Condition,469
2013,03,BROOKLYN,Water System,864
2013,03,QUEENS,Traffic Signal Condition,930
2013,03,MANHATTAN,Blocked Driveway,129
2013,03,BROOKLYN,Street Condition,2736
2013,03,MANHATTAN,Traffic Signal Condition,919
2013,03,MANHATTAN,Water System,537
2013,03,STATEN ISLAND,General Construction/Plumbing,96
2013,03,QUEENS,Blocked Driveway,1887
2013,03,MANHATTAN,Noise - Residential,3498
2013,03,BRONX,Water System,235
2013,03,MANHATTAN,General Construction/Plumbing,578
2013,03,BROOKLYN,Traffic Signal Condition,1399
2013,03,STATEN ISLAND,Street Light Condition,488
2013,03,BROOKLYN,General Construction/Plumbing,1089
2013,03,STATEN ISLAND,Street Condition,1085
2013,03,STATEN ISLAND,Water System,421
2013,03,QUEENS,Street Light Condition,2428
2013,03,BRONX,General Construction/Plumbing,266
2013,03,QUEENS,Street Condition,2465
2013,03,BRONX,Noise - Residential,3563
2013,03,BRONX,Street Condition,911
2013,03,Unspecified,Noise - Residential,2
2013,03,Unspecified,Traffic Signal Condition,29
2013,03,STATEN ISLAND,Blocked Driveway,149
2013,03,QUEENS,Noise - Residential,1815
2013,03,BRONX,Blocked Driveway,702
2013,03,QUEENS,Water System,766
2013,03,MANHATTAN,Street Condition,1664
2013,03,BROOKLYN,Noise - Residential,3539
2013,03,Unspecified,Street Light Condition,122
2013,03,STATEN ISLAND,Traffic Signal Condition,134
2013,03,BROOKLYN,Blocked Driveway,1654
2013,03,STATEN ISLAND,Noise - Residential,269
2013,03,MANHATTAN,Street Light Condition,949
2013,04,QUEENS,Blocked Driveway,1761
2013,04,BRONX,Traffic Signal Condition,378
2013,04,BROOKLYN,Noise - Residential,3544
2013,04,QUEENS,Noise - Residential,1789
2013,04,QUEENS,Water System,1015
2013,04,STATEN ISLAND,General Construction/Plumbing,169
2013,04,BRONX,Street Condition,568
2013,04,BROOKLYN,Street Condition,2026
2013,04,STATEN ISLAND,Blocked Driveway,131
2013,04,MANHATTAN,Noise - Residential,3179
2013,04,BRONX,General Construction/Plumbing,321
2013,04,QUEENS,General Construction/Plumbing,619
2013,04,STATEN ISLAND,Noise - Residential,271
2013,04,BRONX,Blocked Driveway,650
2013,04,STATEN ISLAND,Street Condition,959
2013,04,BROOKLYN,Water System,1071
2013,04,BRONX,Noise - Residential,3093
2013,04,BROOKLYN,Traffic Signal Condition,1116
2013,04,Unspecified,Traffic Signal Condition,25
2013,04,QUEENS,Traffic Signal Condition,739
2013,04,MANHATTAN,Street Light Condition,1121
2013,04,MANHATTAN,Blocked Driveway,155
2013,04,BROOKLYN,Blocked Driveway,1601
2013,04,STATEN ISLAND,Water System,630
2013,04,BROOKLYN,Street Light Condition,2330
2013,04,STATEN ISLAND,Street Light Condition,512
2013,04,MANHATTAN,General Construction/Plumbing,565
2013,04,STATEN ISLAND,Traffic Signal Condition,139
2013,04,Unspecified,Street Light Condition,128
2013,04,MANHATTAN,Traffic Signal Condition,663
2013,04,Unspecified,Noise - Residential,3
2013,04,BRONX,Water System,352
2013,04,MANHATTAN,Water System,516
2013,04,BRONX,Street Light Condition,1682
2013,04,QUEENS,Street Condition,1795
2013,04,MANHATTAN,Street Condition,1434
2013,04,QUEENS,Street Light Condition,2736
2013,04,BROOKLYN,General Construction/Plumbing,1320
2013,05,BROOKLYN,General Construction/Plumbing,1444
2013,05,BRONX,Blocked Driveway,678
2013,05,Unspecified,Traffic Signal Condition,25
2013,05,STATEN ISLAND,Street Light Condition,461
2013,05,BRONX,Street Light Condition,1862
2013,05,MANHATTAN,Street Light Condition,1189
2013,05,MANHATTAN,Water System,593
2013,05,STATEN ISLAND,Traffic Signal Condition,157
2013,05,BROOKLYN,Blocked Driveway,1763
2013,05,QUEENS,Traffic Signal Condition,766
2013,05,Unspecified,Street Light Condition,90
2013,05,STATEN ISLAND,Street Condition,776
2013,05,BROOKLYN,Street Light Condition,2388
2013,05,STATEN ISLAND,Water System,404
2013,05,QUEENS,Street Light Condition,2190
2013,05,BROOKLYN,Street Condition,1881
2013,05,Unspecified,Noise - Residential,4
2013,05,MANHATTAN,Noise - Residential,3604
2013,05,QUEENS,Noise - Residential,2876
2013,05,BRONX,Water System,531
2013,05,MANHATTAN,General Construction/Plumbing,582
2013,05,QUEENS,Water System,1049
2013,05,STATEN ISLAND,Noise - Residential,452
2013,05,BROOKLYN,Traffic Signal Condition,1155
2013,05,QUEENS,Street Condition,1980
2013,05,BROOKLYN,Noise - Residential,4525
2013,05,BRONX,Noise - Residential,3401
2013,05,MANHATTAN,Street Condition,1326
2013,05,BRONX,Traffic Signal Condition,392
2013,05,QUEENS,General Construction/Plumbing,692
2013,05,BROOKLYN,Water System,1159
2013,05,STATEN ISLAND,Blocked Driveway,139
2013,05,STATEN ISLAND,General Construction/Plumbing,157
2013,05,MANHATTAN,Traffic Signal Condition,636
2013,05,BRONX,Street Condition,540
2013,05,BRONX,General Construction/Plumbing,362
2013,05,MANHATTAN,Blocked Driveway,156
2013,05,QUEENS,Blocked Driveway,1851
2013,06,STATEN ISLAND,Noise - Residential,560
2013,06,STATEN ISLAND,Water System,442
2013,06,BROOKLYN,General Construction/Plumbing,1305
2013,06,STATEN ISLAND,Street Condition,972
2013,06,STATEN ISLAND,General Construction/Plumbing,139
2013,06,BRONX,Water System,1432
2013,06,BROOKLYN,Noise - Residential,4892
2013,06,QUEENS,Street Condition,2109
2013,06,BRONX,Street Light Condition,1623
2013,06,QUEENS,Water System,1098
2013,06,BRONX,General Construction/Plumbing,391
2013,06,BROOKLYN,Street Light Condition,2185
2013,06,MANHATTAN,Blocked Driveway,173
2013,06,BRONX,Noise - Residential,2792
2013,06,Unspecified,Street Light Condition,60
2013,06,STATEN ISLAND,Street Light Condition,386
2013,06,STATEN ISLAND,Blocked Driveway,134
2013,06,QUEENS,Noise - Residential,3183
2013,06,Unspecified,Noise - Residential,3
2013,06,BROOKLYN,Traffic Signal Condition,1275
2013,06,MANHATTAN,Street Light Condition,888
2013,06,Unspecified,Traffic Signal Condition,23
2013,06,MANHATTAN,Traffic Signal Condition,665
2013,06,QUEENS,General Construction/Plumbing,611
2013,06,BROOKLYN,Water System,1389
2013,06,BROOKLYN,Street Condition,2028
2013,06,QUEENS,Street Light Condition,2097
2013,06,BRONX,Blocked Driveway,686
2013,06,MANHATTAN,Noise - Residential,2627
2013,06,QUEENS,Traffic Signal Condition,804
2013,06,MANHATTAN,Street Condition,1214
2013,06,BROOKLYN,Blocked Driveway,1873
2013,06,MANHATTAN,General Construction/Plumbing,559
2013,06,STATEN ISLAND,Traffic Signal Condition,146
2013,06,BRONX,Traffic Signal Condition,408
2013,06,QUEENS,Blocked Driveway,1981
2013,06,BRONX,Street Condition,655
2013,06,MANHATTAN,Water System,903
2013,07,MANHATTAN,Street Condition,1290
2013,07,Unspecified,Street Light Condition,104
2013,07,BROOKLYN,Street Condition,1394
2013,07,BRONX,Blocked Driveway,675
2013,07,MANHATTAN,Blocked Driveway,139
2013,07,MANHATTAN,General Construction/Plumbing,545
2013,07,BRONX,Street Light Condition,1392
2013,07,MANHATTAN,Noise - Residential,1763
2013,07,BROOKLYN,Street Light Condition,1943
2013,07,BROOKLYN,Traffic Signal Condition,1204
2013,07,QUEENS,Water System,1471
2013,07,QUEENS,Traffic Signal Condition,725
2013,07,BRONX,General Construction/Plumbing,442
2013,07,BROOKLYN,General Construction/Plumbing,1406
2013,07,Unspecified,Noise - Residential,2
2013,07,BRONX,Water System,2388
2013,07,Unspecified,Traffic Signal Condition,30
2013,07,BROOKLYN,Blocked Driveway,1574
2013,07,STATEN ISLAND,Street Condition,775
2013,07,QUEENS,Noise - Residential,2547
2013,07,STATEN ISLAND,General Construction/Plumbing,180
2013,07,STATEN ISLAND,Street Light Condition,415
2013,07,STATEN ISLAND,Water System,754
2013,07,MANHATTAN,Traffic Signal Condition,668
2013,07,STATEN ISLAND,Traffic Signal Condition,163
2013,07,QUEENS,General Construction/Plumbing,688
2013,07,BRONX,Noise - Residential,2466
2013,07,QUEENS,Blocked Driveway,1947
2013,07,MANHATTAN,Water System,1797
2013,07,QUEENS,Street Light Condition,2163
2013,07,BROOKLYN,Noise - Residential,3776
2013,07,STATEN ISLAND,Blocked Driveway,138
2013,07,BRONX,Traffic Signal Condition,410
2013,07,MANHATTAN,Street Light Condition,960
2013,07,BROOKLYN,Water System,2196
2013,07,STATEN ISLAND,Noise - Residential,466
2013,07,QUEENS,Street Condition,1761
2013,07,BRONX,Street Condition,995
2013,08,QUEENS,Street Condition,1579
2013,08,BRONX,Traffic Signal Condition,345
2013,08,QUEENS,General Construction/Plumbing,560
2013,08,STATEN ISLAND,Street Light Condition,448
2013,08,MANHATTAN,Street Condition,946
2013,08,STATEN ISLAND,General Construction/Plumbing,183
2013,08,BRONX,Street Light Condition,1544
2013,08,BROOKLYN,Street Light Condition,2166
2013,08,MANHATTAN,Blocked Driveway,143
2013,08,STATEN ISLAND,Traffic Signal Condition,105
2013,08,QUEENS,Noise - Residential,3455
2013,08,MANHATTAN,Noise - Residential,2416
2013,08,BRONX,Water System,522
2013,08,STATEN ISLAND,Water System,303
2013,08,BRONX,Blocked Driveway,597
2013,08,BROOKLYN,Noise - Residential,4802
2013,08,Unspecified,Traffic Signal Condition,15
2013,08,QUEENS,Blocked Driveway,1909
2013,08,BROOKLYN,Traffic Signal Condition,1184
2013,08,QUEENS,Street Light Condition,2181
2013,08,MANHATTAN,Street Light Condition,914
2013,08,STATEN ISLAND,Blocked Driveway,148
2013,08,BRONX,Noise - Residential,3134
2013,08,BROOKLYN,Street Condition,1320
2013,08,BRONX,General Construction/Plumbing,356
2013,08,BROOKLYN,Blocked Driveway,1605
2013,08,Unspecified,Street Light Condition,68
2013,08,QUEENS,Traffic Signal Condition,667
2013,08,STATEN ISLAND,Noise - Residential,567
2013,08,MANHATTAN,General Construction/Plumbing,445
2013,08,MANHATTAN,Water System,585
2013,08,BRONX,Street Condition,350
2013,08,BROOKLYN,Water System,912
2013,08,MANHATTAN,Traffic Signal Condition,699
2013,08,BROOKLYN,General Construction/Plumbing,1359
2013,08,Unspecified,Noise - Residential,9
2013,08,QUEENS,Water System,728
2013,08,STATEN ISLAND,Street Condition,546
2013,09,STATEN ISLAND,Noise - Residential,412
2013,09,QUEENS,Water System,773
2013,09,BRONX,Street Condition,440
2013,09,QUEENS,Traffic Signal Condition,616
2013,09,Unspecified,Street Light Condition,98
2013,09,MANHATTAN,Blocked Driveway,180
2013,09,BRONX,Traffic Signal Condition,457
2013,09,BRONX,Blocked Driveway,660
2013,09,BRONX,Street Light Condition,1537
2013,09,MANHATTAN,General Construction/Plumbing,552
2013,09,MANHATTAN,Street Condition,1018
2013,09,BROOKLYN,Street Light Condition,2079
2013,09,BROOKLYN,Street Condition,1189
2013,09,BROOKLYN,Traffic Signal Condition,1111
2013,09,QUEENS,Street Light Condition,2344
2013,09,STATEN ISLAND,Blocked Driveway,130
2013,09,STATEN ISLAND,Traffic Signal Condition,107
2013,09,MANHATTAN,Street Light Condition,957
2013,09,STATEN ISLAND,Street Light Condition,487
2013,09,QUEENS,General Construction/Plumbing,655
2013,09,STATEN ISLAND,General Construction/Plumbing,142
2013,09,STATEN ISLAND,Street Condition,508
2013,09,QUEENS,Noise - Residential,2992
2013,09,STATEN ISLAND,Water System,356
2013,09,Unspecified,Traffic Signal Condition,29
