Month,Day,requests,USAF,WBAN,StationName,State,Latitude,Longitude,MeanTemp,MinTemp,MaxTemp,DewPoint,Percipitation,WindSpeed,MaxSustainedWind,Gust,Rain,SnowDepth,SnowIce,BRONX,BROOKLYN,MANHATTAN,QUEENS,STATEN ISLAND
8,9,1950,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,77.7,73.0,91.9,67.8,0.0,8.0,15.0,20.0,1,0.0,0,0,1,0,0,0
4,9,579,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,44.8,37.9,54.0,33.3,0.0,6.4,9.9,0.0,0,0.0,0,0,0,0,1,0
11,9,1115,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,53.7,43.0,69.1,46.2,0.0,3.6,9.9,0.0,0,0.0,0,0,0,0,1,0
2,9,1222,725053,94728,CENTRAL PARK,NY,40.779,-73.969,29.9,25.0,35.1,14.7,0.0,4.5,8.9,18.1,0,0.0,0,0,0,1,0,0
3,9,1380,725053,94728,CENTRAL PARK,NY,40.779,-73.969,46.6,37.0,54.0,23.0,0.01,4.2,7.0,15.0,1,16.1,0,0,0,1,0,0
4,9,1156,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,56.1,53.1,69.1,46.7,0.4,12.0,22.9,28.0,1,0.0,0,0,1,0,0,0
5,9,414,997272,99999,BERGEN POINT,NY,40.639,-74.146,59.9,47.5,71.8,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,1
3,9,1013,997280,99999,KINGS POINT,NY,40.8,-73.77,46.9,40.3,55.6,0.0,0.0,13.5,28.0,0.0,0,0.0,0,1,0,0,0,0
5,9,1744,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,59.2,55.0,70.0,54.9,1.54,7.4,12.0,0.0,1,0.0,0,0,1,0,0,0
12,9,1151,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,45.8,42.1,50.0,42.6,0.05,7.1,11.1,0.0,1,0.0,0,0,1,0,0,0
1,9,1671,997280,99999,KINGS POINT,NY,40.8,-73.77,25.0,17.2,32.0,0.0,0.0,14.4,19.0,0.0,0,0.0,0,1,0,0,0,0
2,9,1540,997280,99999,KINGS POINT,NY,40.8,-73.77,33.6,22.8,44.2,0.0,0.0,15.6,28.9,0.0,0,0.0,0,1,0,0,0,0
10,9,673,725060,94728,NEW YORK CENTRAL PARK,NY,40.779,-73.969,65.3,55.0,71.1,42.1,0.0,5.2,15.9,0.0,0,0.0,0,0,0,1,0,0
1,9,1642,725053,94728,CENTRAL PARK,NY,40.779,-73.969,35.6,17.1,44.1,22.3,0.01,6.4,9.9,18.1,0,5.1,0,0,0,1,0,0
8,9,1328,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,76.3,64.9,86.0,57.1,0.0,6.5,13.0,0.0,0,0.0,0,0,1,0,0,0
3,9,426,997272,99999,BERGEN POINT,NY,40.639,-74.146,54.7,42.1,79.3,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,1
1,9,358,725060,94728,NEW YORK CENTRAL PARK,NY,40.779,-73.969,28.0,26.1,30.9,14.7,0.0,9.1,15.0,24.1,0,3.1,1,0,0,1,0,0
5,9,749,997280,99999,KINGS POINT,NY,40.8,-73.77,57.0,54.5,64.6,0.0,0.0,3.0,7.0,0.0,0,0.0,0,1,0,0,0,0
1,9,1759,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,26.2,10.0,34.0,5.5,0.0,8.0,13.0,0.0,0,0.0,0,0,0,0,1,0
10,9,1642,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,55.0,45.0,59.0,48.7,0.0,8.1,13.0,0.0,1,0.0,0,0,1,0,0,0
6,9,1551,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,63.7,54.0,73.9,38.7,0.66,17.2,26.0,33.0,0,0.0,0,0,0,0,1,0
12,9,1995,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,40.0,26.1,48.0,34.8,0.7,18.4,32.1,41.0,1,0.0,0,0,0,0,1,0
9,9,1695,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,64.5,55.9,75.0,48.2,0.0,9.9,15.0,20.0,0,0.0,0,0,0,0,1,0
8,9,875,725053,94728,CENTRAL PARK,NY,40.779,-73.969,75.0,68.0,84.9,57.0,0.0,2.9,7.0,0.0,0,0.0,0,0,0,1,0,0
10,9,320,997272,99999,BERGEN POINT,NY,40.639,-74.146,62.3,52.0,69.1,0.0,0.0,6.0,13.0,0.0,0,0.0,0,0,0,0,0,1
5,9,1628,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,60.8,46.9,73.0,36.3,0.08,10.8,19.0,28.9,0,0.0,0,0,0,0,1,0
12,9,263,997272,99999,BERGEN POINT,NY,40.639,-74.146,43.6,36.5,52.3,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,1
4,9,1301,725053,94728,CENTRAL PARK,NY,40.779,-73.969,40.0,36.0,50.0,24.6,0.01,4.9,8.9,15.9,1,0.0,0,0,0,1,0,0
4,9,1356,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,53.9,43.0,66.0,29.6,0.25,12.9,22.0,29.9,0,0.0,0,0,0,0,1,0
7,9,551,997280,99999,KINGS POINT,NY,40.8,-73.77,78.0,72.9,82.8,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0,0,0
6,9,406,997272,99999,BERGEN POINT,NY,40.639,-74.146,73.8,67.5,84.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,1
2,9,1792,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,35.4,21.9,64.9,27.7,0.21,17.4,28.9,38.1,1,7.9,1,0,1,0,0,0
3,9,1164,997280,99999,KINGS POINT,NY,40.8,-73.77,48.5,38.7,64.2,0.0,0.0,3.7,15.0,0.0,0,0.0,0,1,0,0,0,0
3,9,799,725053,94728,CENTRAL PARK,NY,40.779,-73.969,41.4,35.1,57.0,18.9,0.0,5.6,9.9,18.1,0,3.1,0,0,0,1,0,0
12,9,1142,997280,99999,KINGS POINT,NY,40.8,-73.77,34.6,30.9,37.2,0.0,0.0,7.0,15.9,0.0,0,0.0,0,1,0,0,0,0
5,9,1966,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,56.1,48.9,66.9,50.9,0.0,4.7,14.0,0.0,0,0.0,0,0,0,0,1,0
9,9,1394,725053,94728,CENTRAL PARK,NY,40.779,-73.969,62.0,55.0,71.1,48.3,0.0,4.2,8.9,15.0,0,0.0,0,0,0,1,0,0
8,9,1061,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,76.3,64.9,86.0,57.1,0.0,6.5,13.0,0.0,0,0.0,0,0,0,0,1,0
2,9,2242,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,29.3,24.1,35.1,15.6,0.0,9.1,18.1,0.0,0,0.0,0,0,1,0,0,0
10,9,115,997272,99999,BERGEN POINT,NY,40.639,-74.146,64.6,56.5,70.2,0.0,0.0,7.1,18.1,0.0,0,0.0,0,0,0,0,0,1
2,9,1018,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,33.0,23.0,39.9,17.0,0.0,10.7,20.0,25.1,0,0.0,0,0,0,0,1,0
4,9,1451,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,40.2,36.0,48.9,34.6,0.01,10.4,14.0,18.1,1,0.0,0,0,0,0,1,0
2,9,107,997272,99999,BERGEN POINT,NY,40.639,-74.146,29.5,25.0,33.3,0.0,0.0,15.3,22.9,0.0,0,0.0,0,0,0,0,0,1
5,9,2240,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,54.0,42.1,63.0,36.9,0.0,7.0,12.0,0.0,0,0.0,0,0,1,0,0,0
4,9,1416,997280,99999,KINGS POINT,NY,40.8,-73.77,36.8,32.2,44.4,0.0,0.0,10.0,15.9,0.0,0,0.0,0,1,0,0,0,0
11,9,1724,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,53.7,43.0,69.1,46.2,0.0,3.6,9.9,0.0,0,0.0,0,0,1,0,0,0
9,9,1098,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,67.8,63.0,75.0,47.4,0.0,15.1,19.0,27.0,0,0.0,0,0,0,0,1,0
10,9,1079,725053,94728,CENTRAL PARK,NY,40.779,-73.969,62.6,55.0,73.0,37.8,0.04,5.2,9.9,24.1,0,0.0,0,0,0,1,0,0
2,9,1122,725053,94728,CENTRAL PARK,NY,40.779,-73.969,33.3,21.9,62.1,23.6,0.34,9.2,17.1,32.1,0,0.0,1,0,0,1,0,0
5,9,2351,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,56.1,48.9,66.9,50.9,0.0,4.7,14.0,0.0,0,0.0,0,0,1,0,0,0
12,9,88,997272,99999,BERGEN POINT,NY,40.639,-74.146,46.7,43.0,49.5,0.0,0.0,5.0,12.0,0.0,0,0.0,0,0,0,0,0,1
2,9,184,997272,99999,BERGEN POINT,NY,40.639,-74.146,24.7,21.2,27.9,0.0,0.0,4.8,8.9,0.0,0,0.0,0,0,0,0,0,1
11,9,2372,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,46.7,39.0,57.9,37.1,0.0,9.4,14.0,20.0,1,0.0,0,0,1,0,0,0
11,9,1642,725053,94728,CENTRAL PARK,NY,40.779,-73.969,46.6,39.0,55.0,37.2,0.0,2.7,5.1,0.0,0,0.0,0,0,0,1,0,0
8,9,772,997280,99999,KINGS POINT,NY,40.8,-73.77,74.8,68.0,83.5,0.0,0.0,2.7,6.0,0.0,0,0.0,0,1,0,0,0,0
4,9,1086,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,62.0,42.1,82.9,42.9,0.0,6.8,19.0,29.9,0,0.0,0,0,0,0,1,0
5,9,1191,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,59.2,57.2,62.6,56.3,0.09,8.0,13.0,0.0,1,0.0,0,0,0,0,1,0
8,9,922,725053,94728,CENTRAL PARK,NY,40.779,-73.969,76.0,64.9,87.1,52.8,0.0,2.5,6.0,0.0,0,0.0,0,0,0,1,0,0
4,9,996,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,40.4,33.1,50.0,26.1,0.0,7.8,15.0,21.0,1,0.0,1,0,0,0,1,0
11,9,2645,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,46.3,37.9,55.0,38.8,0.0,5.1,8.9,0.0,1,0.0,0,0,1,0,0,0
8,9,1012,725053,94728,CENTRAL PARK,NY,40.779,-73.969,77.0,70.0,84.9,71.9,0.32,3.3,7.0,17.1,1,0.0,0,0,0,1,0,0
6,9,1693,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,70.9,57.9,79.0,61.3,0.0,6.6,11.1,0.0,0,0.0,0,0,0,0,1,0
2,9,1414,997280,99999,KINGS POINT,NY,40.8,-73.77,26.3,23.7,34.2,0.0,0.0,8.1,12.0,0.0,0,0.0,0,1,0,0,0,0
7,9,1270,997280,99999,KINGS POINT,NY,40.8,-73.77,76.2,71.4,81.5,0.0,0.0,9.6,21.0,0.0,0,0.0,0,1,0,0,0,0
1,9,396,997272,99999,BERGEN POINT,NY,40.639,-74.146,19.4,15.1,23.2,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,1
4,9,442,997280,99999,KINGS POINT,NY,40.8,-73.77,44.0,39.4,51.6,0.0,0.0,4.7,8.9,0.0,0,0.0,0,1,0,0,0,0
10,9,313,997272,99999,BERGEN POINT,NY,40.639,-74.146,65.7,58.1,78.4,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,1
7,9,1041,997280,99999,KINGS POINT,NY,40.8,-73.77,71.4,66.9,76.1,0.0,0.0,3.9,8.0,0.0,0,0.0,0,1,0,0,0,0
9,9,1994,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,64.5,55.9,75.0,48.2,0.0,9.9,15.0,20.0,0,0.0,0,0,1,0,0,0
10,9,244,997272,99999,BERGEN POINT,NY,40.639,-74.146,54.9,52.7,59.0,0.0,0.0,7.6,11.1,0.0,0,0.0,0,0,0,0,0,1
9,9,893,997280,99999,KINGS POINT,NY,40.8,-73.77,66.4,63.9,71.1,0.0,0.0,3.3,8.0,0.0,0,0.0,0,1,0,0,0,0
9,9,1647,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,65.3,55.9,73.0,44.7,0.0,7.9,15.0,19.0,0,0.0,0,0,1,0,0,0
11,9,1179,725060,94728,NEW YORK CENTRAL PARK,NY,40.779,-73.969,57.1,51.1,64.9,48.8,0.0,2.4,8.0,0.0,0,0.0,0,0,0,1,0,0
12,9,1329,997280,99999,KINGS POINT,NY,40.8,-73.77,43.3,37.6,51.3,0.0,0.0,7.9,12.0,0.0,0,0.0,0,1,0,0,0,0
7,9,2208,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,76.5,71.1,88.0,66.3,0.0,13.2,28.0,35.9,0,0.0,0,0,1,0,0,0
7,9,1518,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,77.0,70.0,87.1,57.3,0.0,10.2,15.0,15.9,0,0.0,0,0,0,0,1,0
7,9,1143,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,79.6,73.9,87.1,70.8,0.0,8.1,13.0,0.0,0,0.0,0,0,0,0,1,0
3,9,1068,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,42.5,31.1,55.0,22.8,0.06,13.6,18.1,21.0,0,1.2,0,0,1,0,0,0
11,9,1690,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,46.7,39.0,57.9,37.1,0.0,9.4,14.0,20.0,1,0.0,0,0,0,0,1,0
4,9,242,997272,99999,BERGEN POINT,NY,40.639,-74.146,53.8,41.0,68.9,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,1
1,9,1484,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,26.1,8.1,34.0,9.6,0.0,16.8,25.1,34.0,0,1.2,1,0,0,0,1,0
6,9,1144,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,79.2,71.1,93.0,67.0,0.0,6.7,21.0,29.9,1,0.0,0,0,0,0,1,0
12,9,2894,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,40.0,26.1,48.0,34.8,0.7,18.4,32.1,41.0,1,0.0,0,0,1,0,0,0
1,9,1169,997280,99999,KINGS POINT,NY,40.8,-73.77,35.5,32.0,39.9,0.0,0.0,7.2,15.9,0.0,0,0.0,0,1,0,0,0,0
8,9,951,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,75.8,70.0,82.0,72.2,0.29,13.0,18.1,25.1,1,0.0,0,0,0,0,1,0
1,9,194,997272,99999,BERGEN POINT,NY,40.639,-74.146,43.8,41.7,46.6,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,1
6,9,580,997280,99999,KINGS POINT,NY,40.8,-73.77,71.7,68.5,75.9,0.0,0.0,2.8,6.0,0.0,0,0.0,0,1,0,0,0,0
6,9,378,997272,99999,BERGEN POINT,NY,40.639,-74.146,61.6,54.5,71.1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,1
6,9,2148,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,70.1,61.0,84.9,61.8,0.02,12.9,20.0,26.0,1,0.0,0,0,1,0,0,0
12,9,1820,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,44.4,34.0,54.0,35.9,0.0,3.8,14.0,0.0,0,0.0,0,0,1,0,0,0
2,9,1233,997280,99999,KINGS POINT,NY,40.8,-73.77,26.0,21.4,28.6,0.0,0.0,4.9,8.9,0.0,0,0.0,0,1,0,0,0,0
8,9,275,997272,99999,BERGEN POINT,NY,40.639,-74.146,79.3,73.4,86.4,0.0,0.0,3.9,9.9,0.0,0,0.0,0,0,0,0,0,1
11,9,1850,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,42.7,32.0,53.1,23.5,0.04,13.4,19.0,25.1,0,1.2,0,0,1,0,0,0
5,9,261,997272,99999,BERGEN POINT,NY,40.639,-74.146,56.8,55.0,59.0,0.0,0.0,3.7,7.0,0.0,0,0.0,0,0,0,0,0,1
10,9,718,997280,99999,KINGS POINT,NY,40.8,-73.77,59.9,53.6,66.2,0.0,0.0,11.7,20.0,0.0,0,0.0,0,1,0,0,0,0
11,9,995,725053,94728,CENTRAL PARK,NY,40.779,-73.969,50.0,36.0,57.0,32.0,0.0,3.6,8.0,18.1,0,0.0,0,0,0,1,0,0
8,9,1132,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,75.4,66.0,87.1,57.9,0.0,6.9,14.0,18.1,0,0.0,0,0,0,0,1,0
2,9,1953,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,28.4,26.1,42.1,22.7,0.07,13.8,19.0,24.1,1,2.0,1,0,1,0,0,0
4,9,689,725060,94728,NEW YORK CENTRAL PARK,NY,40.779,-73.969,47.2,41.0,57.9,31.9,0.0,4.7,8.9,0.0,0,0.0,0,0,0,1,0,0
1,9,475,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,29.0,19.9,33.1,15.2,0.0,17.2,25.1,33.0,0,0.0,1,0,1,0,0,0
3,9,1123,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,47.8,41.0,59.0,30.7,0.07,16.2,27.0,31.1,1,0.0,0,0,0,0,1,0
3,9,1530,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,49.7,39.9,62.1,41.1,0.0,4.6,8.0,0.0,0,0.0,0,0,0,0,1,0
8,9,886,725053,94728,CENTRAL PARK,NY,40.779,-73.969,78.9,73.0,86.0,69.9,0.0,2.0,7.0,15.0,0,0.0,0,0,0,1,0,0
7,9,759,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,78.1,69.8,90.0,63.6,0.58,8.2,12.0,18.1,1,0.0,0,0,0,0,1,0
10,9,195,997272,99999,BERGEN POINT,NY,40.639,-74.146,60.4,53.6,66.7,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,1
9,9,273,997272,99999,BERGEN POINT,NY,40.639,-74.146,63.2,57.6,68.4,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,1
7,9,485,997280,99999,KINGS POINT,NY,40.8,-73.77,74.4,68.4,84.9,0.0,0.0,4.2,9.9,0.0,0,0.0,0,1,0,0,0,0
1,9,1528,725053,94728,CENTRAL PARK,NY,40.779,-73.969,25.3,9.0,32.0,5.4,0.0,2.8,8.0,0.0,0,0.0,0,0,0,1,0,0
9,9,1291,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,69.4,64.0,78.1,56.4,0.0,9.6,13.0,18.1,0,0.0,0,0,0,0,1,0
4,9,1105,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,51.0,39.9,61.0,26.9,0.0,9.4,18.1,26.0,0,0.0,0,0,0,0,1,0
6,9,1042,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,62.3,53.1,75.9,47.4,0.0,6.8,14.0,18.1,1,0.0,0,0,0,0,1,0
12,9,1531,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,37.1,33.1,45.0,15.8,0.0,17.1,26.0,32.1,0,0.0,0,0,0,0,1,0
9,9,507,997280,99999,KINGS POINT,NY,40.8,-73.77,70.5,66.7,77.7,0.0,0.0,4.1,9.9,0.0,0,0.0,0,1,0,0,0,0
11,9,795,997280,99999,KINGS POINT,NY,40.8,-73.77,44.5,40.1,49.3,0.0,0.0,10.1,15.0,0.0,0,0.0,0,1,0,0,0,0
3,9,805,997280,99999,KINGS POINT,NY,40.8,-73.77,39.5,35.1,46.4,0.0,0.0,9.4,12.0,0.0,0,0.0,0,1,0,0,0,0
7,9,1146,997280,99999,KINGS POINT,NY,40.8,-73.77,71.3,68.4,75.6,0.0,0.0,5.8,8.9,0.0,0,0.0,0,1,0,0,0,0
2,9,1971,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,30.3,26.1,39.0,23.3,0.12,6.8,13.0,0.0,0,1.2,1,0,1,0,0,0
7,9,928,725060,94728,NEW YORK CENTRAL PARK,NY,40.779,-73.969,78.5,68.0,84.0,56.8,0.09,3.5,9.9,0.0,0,0.0,0,0,0,1,0,0
9,9,913,725053,94728,CENTRAL PARK,NY,40.779,-73.969,65.3,57.0,72.0,45.6,0.0,4.9,9.9,15.9,0,0.0,0,0,0,1,0,0
10,9,676,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,66.3,54.0,73.9,43.6,0.0,9.6,14.0,22.0,0,0.0,0,0,1,0,0,0
2,9,1020,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,25.7,19.9,30.0,8.8,0.0,6.6,9.9,0.0,0,5.1,1,0,0,0,1,0
2,9,1226,725053,94728,CENTRAL PARK,NY,40.779,-73.969,27.7,25.0,37.0,21.0,0.03,9.6,15.9,22.9,0,7.9,1,0,0,1,0,0
4,9,990,725033,94728,NYC CENTRAL PARK,NY,40.779,-73.969,59.0,52.0,71.1,47.7,0.3,5.7,13.0,19.0,1,0.0,0,0,0,1,0,0
3,9,1106,725053,94728,CENTRAL PARK,NY,40.779,-73.969,55.5,51.1,61.0,16.8,0.02,8.3,13.0,29.9,0,0.0,0,0,0,1,0,0
5,9,1111,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,60.8,53.1,72.0,56.8,0.0,6.5,9.9,0.0,1,0.0,0,0,0,0,1,0
5,9,2218,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,60.8,46.9,73.0,36.3,0.08,10.8,19.0,28.9,0,0.0,0,0,1,0,0,0
8,9,837,997280,99999,KINGS POINT,NY,40.8,-73.77,76.3,73.6,83.3,0.0,0.0,11.6,15.9,0.0,0,0.0,0,1,0,0,0,0
8,9,1403,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,77.7,73.0,91.9,67.8,0.0,8.0,15.0,20.0,1,0.0,0,0,0,0,1,0
2,9,1080,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,36.5,30.9,46.9,23.9,0.04,7.7,15.0,17.1,0,0.0,1,0,0,0,1,0
5,9,1278,725053,94728,CENTRAL PARK,NY,40.779,-73.969,62.3,55.9,82.0,54.7,0.0,4.3,6.0,0.0,0,0.0,0,0,0,1,0,0
6,9,2109,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,70.9,57.9,79.0,61.3,0.0,6.6,11.1,0.0,0,0.0,0,0,1,0,0,0
4,9,1345,725053,94728,CENTRAL PARK,NY,40.779,-73.969,38.8,37.0,45.0,33.5,0.0,8.9,13.0,22.0,0,0.0,0,0,0,1,0,0
1,9,267,997272,99999,BERGEN POINT,NY,40.639,-74.146,35.8,32.5,40.6,0.0,0.0,7.0,16.9,0.0,0,0.0,0,0,0,0,0,1
11,9,600,997280,99999,KINGS POINT,NY,40.8,-73.77,46.2,42.8,52.3,0.0,0.0,15.2,21.0,0.0,0,0.0,0,1,0,0,0,0
7,9,1775,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,76.5,71.1,88.0,66.3,0.0,13.2,28.0,35.9,0,0.0,0,0,0,0,1,0
12,9,704,725053,94728,CENTRAL PARK,NY,40.779,-73.969,46.1,42.1,50.0,41.4,0.04,5.0,11.1,20.0,1,0.0,0,0,0,1,0,0
3,9,445,997272,99999,BERGEN POINT,NY,40.639,-74.146,43.6,35.1,53.6,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,1
8,9,333,997272,99999,BERGEN POINT,NY,40.639,-74.146,74.2,63.5,83.3,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,1
11,9,303,997272,99999,BERGEN POINT,NY,40.639,-74.146,44.7,39.0,54.0,0.0,0.0,13.7,20.0,0.0,0,0.0,0,0,0,0,0,1
6,9,366,997272,99999,BERGEN POINT,NY,40.639,-74.146,70.6,63.1,76.1,0.0,0.0,3.5,5.1,0.0,0,0.0,0,0,0,0,0,1
10,9,568,725060,94728,NEW YORK CENTRAL PARK,NY,40.779,-73.969,70.0,60.1,82.0,52.5,0.0,2.4,6.0,0.0,0,0.0,0,0,0,1,0,0
5,9,1726,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,58.3,51.1,63.0,55.4,0.13,5.7,12.0,0.0,1,0.0,0,0,1,0,0,0
8,9,1536,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,78.2,71.1,86.0,67.1,0.0,6.6,13.0,19.0,0,0.0,0,0,0,0,1,0
11,9,1589,725053,94728,CENTRAL PARK,NY,40.779,-73.969,51.1,43.0,59.0,31.4,0.0,1.7,5.1,0.0,0,0.0,0,0,0,1,0,0
10,9,1306,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,71.1,69.8,72.0,70.9,0.05,13.7,26.0,35.9,1,0.0,0,0,0,0,1,0
3,9,1781,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,36.3,29.1,48.0,26.7,0.0,10.7,22.0,28.0,0,0.0,0,0,1,0,0,0
10,9,2050,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,69.5,64.0,73.9,68.9,0.0,5.7,11.1,0.0,0,0.0,0,0,0,0,1,0
5,9,479,725033,94728,NYC CENTRAL PARK,NY,40.779,-73.969,49.3,44.1,62.1,28.3,0.04,10.6,17.1,29.9,0,0.0,0,0,0,1,0,0
4,9,232,997272,99999,BERGEN POINT,NY,40.639,-74.146,40.4,36.5,44.8,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,1
9,9,1772,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,69.4,64.0,78.1,56.4,0.0,9.6,13.0,18.1,0,0.0,0,0,1,0,0,0
