Month,Day,requests,USAF,WBAN,StationName,State,Latitude,Longitude,MeanTemp,MinTemp,MaxTemp,DewPoint,Percipitation,WindSpeed,MaxSustainedWind,Gust,Rain,SnowDepth,SnowIce,BRONX,BROOKLYN,MANHATTAN,QUEENS,STATEN ISLAND
5,3,2140,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,64.4,59.0,77.0,36.0,0.0,15.6,21.0,31.1,0,0.0,0,0,1,0,0,0
6,3,715,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,67.7,57.9,78.1,49.6,0.81,9.7,21.0,26.0,1,0.0,0,0,0,0,1,0
9,3,137,997272,99999,BERGEN POINT,NY,40.639,-74.146,73.5,71.6,75.2,0.0,0.0,5.4,9.9,0.0,0,0.0,0,0,0,0,0,1
4,3,1869,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,41.8,36.0,60.1,23.4,0.37,22.6,39.0,52.1,1,0.0,1,0,1,0,0,0
7,3,267,997272,99999,BERGEN POINT,NY,40.639,-74.146,80.5,70.9,90.3,0.0,0.0,4.1,9.9,0.0,0,0.0,0,0,0,0,0,1
3,3,667,997280,99999,KINGS POINT,NY,40.8,-73.77,26.8,19.2,39.6,0.0,0.0,12.0,23.9,0.0,0,0.0,0,1,0,0,0,0
4,3,1947,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,52.5,39.9,64.9,34.4,0.0,6.8,14.0,0.0,0,0.0,0,0,0,0,1,0
3,3,341,997272,99999,BERGEN POINT,NY,40.639,-74.146,25.4,19.4,35.8,0.0,0.0,12.3,18.1,0.0,0,0.0,0,0,0,0,0,1
1,3,1393,997280,99999,KINGS POINT,NY,40.8,-73.77,29.3,23.9,33.1,0.0,0.0,9.0,15.0,0.0,0,0.0,0,1,0,0,0,0
1,3,1505,997280,99999,KINGS POINT,NY,40.8,-73.77,16.9,11.7,24.3,0.0,0.0,14.0,19.0,0.0,0,0.0,0,1,0,0,0,0
2,3,332,997272,99999,BERGEN POINT,NY,40.639,-74.146,31.2,26.6,38.7,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,1
11,3,298,997272,99999,BERGEN POINT,NY,40.639,-74.146,58.1,45.7,74.8,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,1
7,3,1115,997280,99999,KINGS POINT,NY,40.8,-73.77,78.4,71.2,86.5,0.0,0.0,3.8,11.1,0.0,0,0.0,0,1,0,0,0,0
2,3,1202,725053,94728,CENTRAL PARK,NY,40.779,-73.969,21.8,16.0,41.0,2.6,0.18,7.1,12.0,20.0,0,0.0,0,0,0,1,0,0
7,3,438,997280,99999,KINGS POINT,NY,40.8,-73.77,73.1,70.7,76.1,0.0,0.0,5.3,12.0,0.0,0,0.0,0,1,0,0,0,0
4,3,538,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,50.5,37.9,60.1,21.0,0.0,14.6,22.0,29.9,0,0.0,0,0,0,0,1,0
5,3,1996,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,69.8,53.1,84.0,51.3,0.0,10.2,18.1,22.9,1,0.0,0,0,0,0,1,0
8,3,1422,725053,94728,CENTRAL PARK,NY,40.779,-73.969,77.0,73.0,86.0,73.2,0.51,1.4,6.0,0.0,1,0.0,0,0,0,1,0,0
5,3,1665,725053,94728,CENTRAL PARK,NY,40.779,-73.969,53.3,45.0,60.1,50.1,0.59,5.1,8.9,15.0,1,0.0,0,0,0,1,0,0
3,3,301,997272,99999,BERGEN POINT,NY,40.639,-74.146,27.6,20.8,41.9,0.0,0.0,12.9,27.0,0.0,0,0.0,0,0,0,0,0,1
6,3,1589,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,66.0,55.9,77.0,43.4,0.0,10.1,18.1,22.9,1,0.0,0,0,0,0,1,0
1,3,2017,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,43.3,34.0,46.0,38.7,0.31,12.3,15.9,20.0,1,0.0,0,0,1,0,0,0
5,3,1038,725060,94728,NEW YORK CENTRAL PARK,NY,40.779,-73.969,53.4,46.0,57.9,51.3,0.55,2.6,7.0,0.0,1,0.0,0,0,0,1,0,0
11,3,1063,997280,99999,KINGS POINT,NY,40.8,-73.77,46.5,43.7,50.4,0.0,0.0,14.4,20.0,0.0,0,0.0,0,1,0,0,0,0
4,3,562,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,47.5,42.1,61.0,42.7,0.0,5.9,14.0,0.0,0,0.0,0,0,0,0,1,0
2,3,1121,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,37.5,30.0,48.0,16.8,0.0,14.6,21.0,28.0,0,0.0,0,0,0,0,1,0
1,3,1172,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,16.4,10.0,33.1,9.0,0.26,19.2,28.9,38.1,0,7.1,1,0,0,0,1,0
6,3,1714,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,67.2,62.1,75.9,63.8,0.11,7.1,13.0,0.0,1,0.0,0,0,1,0,0,0
1,3,572,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,19.8,17.1,33.1,4.8,0.0,22.8,28.9,41.0,0,0.0,1,0,1,0,0,0
5,3,1502,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,53.1,51.1,57.0,48.8,0.68,6.3,11.1,0.0,1,0.0,0,0,1,0,0,0
9,3,932,997280,99999,KINGS POINT,NY,40.8,-73.77,79.0,73.0,88.5,0.0,0.0,3.8,8.9,0.0,0,0.0,0,1,0,0,0,0
3,3,2207,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,28.6,19.0,39.0,11.9,0.0,9.1,21.0,27.0,0,3.9,1,0,1,0,0,0
12,3,1042,725060,94728,NEW YORK CENTRAL PARK,NY,40.779,-73.969,42.2,37.9,46.0,28.0,0.0,4.3,8.0,0.0,0,0.0,0,0,0,1,0,0
11,3,1318,725053,94728,CENTRAL PARK,NY,40.779,-73.969,65.3,54.0,72.0,54.3,0.0,3.8,8.9,21.0,0,0.0,0,0,0,1,0,0
8,3,797,725053,94728,CENTRAL PARK,NY,40.779,-73.969,73.4,66.9,82.9,60.0,0.01,3.4,6.0,0.0,1,0.0,0,0,0,1,0,0
8,3,304,997272,99999,BERGEN POINT,NY,40.639,-74.146,77.5,71.6,86.4,0.0,0.0,5.3,8.0,0.0,0,0.0,0,0,0,0,0,1
4,3,1195,725053,94728,CENTRAL PARK,NY,40.779,-73.969,53.6,42.1,66.9,30.8,0.0,3.0,6.0,0.0,0,0.0,0,0,0,1,0,0
10,3,2097,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,52.5,50.0,55.0,47.2,1.76,17.4,22.9,31.1,1,0.0,0,0,1,0,0,0
6,3,1233,725053,94728,CENTRAL PARK,NY,40.779,-73.969,58.0,52.0,70.0,49.6,0.26,4.5,7.0,0.0,1,0.0,0,0,0,1,0,0
7,3,1199,725053,94728,CENTRAL PARK,NY,40.779,-73.969,82.5,78.1,91.9,74.4,0.0,0.8,6.0,0.0,1,0.0,0,0,0,1,0,0
7,3,1899,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,77.2,71.1,84.9,70.5,0.54,7.4,24.1,29.9,1,0.0,0,0,1,0,0,0
10,3,270,997272,99999,BERGEN POINT,NY,40.639,-74.146,66.0,63.3,72.3,0.0,0.0,4.4,8.9,0.0,0,0.0,0,0,0,0,0,1
2,3,1273,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,37.5,30.0,52.0,31.7,0.21,9.9,15.9,19.0,1,7.1,1,0,0,0,1,0
5,3,1152,997280,99999,KINGS POINT,NY,40.8,-73.77,59.9,56.8,66.4,0.0,0.0,14.3,21.0,0.0,0,0.0,0,1,0,0,0,0
2,3,795,997280,99999,KINGS POINT,NY,40.8,-73.77,31.1,25.3,38.5,0.0,0.0,11.5,19.0,0.0,0,0.0,0,1,0,0,0,0
11,3,2030,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,63.2,53.1,73.0,55.0,0.0,9.6,19.0,29.9,1,0.0,0,0,1,0,0,0
9,3,1084,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,71.1,62.1,78.1,61.0,0.0,9.7,17.1,22.0,0,0.0,0,0,1,0,0,0
4,3,549,725060,94728,NEW YORK CENTRAL PARK,NY,40.779,-73.969,49.5,43.0,57.0,22.0,0.0,8.3,14.0,22.0,0,0.0,0,0,0,1,0,0
11,3,1091,997280,99999,KINGS POINT,NY,40.8,-73.77,63.4,58.8,70.5,0.0,0.0,7.5,18.1,0.0,0,0.0,0,1,0,0,0,0
10,3,550,725060,94728,NEW YORK CENTRAL PARK,NY,40.779,-73.969,56.7,48.9,63.0,42.1,0.0,9.3,18.1,21.0,0,0.0,0,0,0,1,0,0
1,3,159,997272,99999,BERGEN POINT,NY,40.639,-74.146,36.7,30.7,45.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,1
1,3,1240,725053,94728,CENTRAL PARK,NY,40.779,-73.969,28.4,24.1,32.0,14.1,0.0,3.7,8.0,15.0,0,0.0,0,0,0,1,0,0
3,3,628,997280,99999,KINGS POINT,NY,40.8,-73.77,37.4,34.0,41.0,0.0,0.0,7.2,13.0,0.0,0,0.0,0,1,0,0,0,0
8,3,133,997272,99999,BERGEN POINT,NY,40.639,-74.146,70.1,66.4,75.2,0.0,0.0,2.0,5.1,0.0,0,0.0,0,0,0,0,0,1
11,3,951,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,44.4,36.0,53.1,31.2,0.0,3.9,9.9,0.0,0,0.0,0,0,0,0,1,0
11,3,338,997272,99999,BERGEN POINT,NY,40.639,-74.146,63.1,56.7,72.1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,1
11,3,2281,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,63.9,57.0,73.0,60.5,0.0,7.7,20.0,25.1,0,0.0,0,0,1,0,0,0
5,3,1117,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,53.1,51.1,57.0,48.8,0.68,6.3,11.1,0.0,1,0.0,0,0,0,0,1,0
8,3,840,725060,94728,NEW YORK CENTRAL PARK,NY,40.779,-73.969,71.5,64.4,82.9,62.5,0.0,12.3,22.0,34.0,0,0.0,0,0,0,1,0,0
1,3,1139,725053,94728,CENTRAL PARK,NY,40.779,-73.969,15.6,10.0,24.8,6.7,0.58,10.1,15.0,25.1,0,0.0,1,0,0,1,0,0
6,3,1066,997280,99999,KINGS POINT,NY,40.8,-73.77,63.2,61.0,67.3,0.0,0.0,3.8,9.9,0.0,0,0.0,0,1,0,0,0,0
2,3,1793,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,46.6,36.0,55.0,41.5,0.0,10.1,22.9,29.9,1,0.0,0,0,1,0,0,0
12,3,1228,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,42.9,35.1,48.9,36.7,0.0,4.5,7.0,0.0,0,0.0,0,0,0,0,1,0
6,3,1611,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,64.8,61.0,72.0,60.7,0.0,5.1,11.1,0.0,1,0.0,0,0,0,0,1,0
8,3,1545,725053,94728,CENTRAL PARK,NY,40.779,-73.969,71.5,66.0,80.1,58.9,0.0,2.6,8.0,0.0,0,0.0,0,0,0,1,0,0
6,3,2009,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,57.7,51.1,68.0,49.7,0.26,7.2,11.1,0.0,1,0.0,0,0,1,0,0,0
1,3,966,725053,94728,CENTRAL PARK,NY,40.779,-73.969,35.5,33.1,42.1,22.4,0.0,5.0,8.9,14.0,1,0.0,1,0,0,1,0,0
7,3,307,725060,94728,NEW YORK CENTRAL PARK,NY,40.779,-73.969,72.4,69.1,75.0,66.5,0.0,3.7,8.9,0.0,1,0.0,0,0,0,1,0,0
10,3,1290,725053,94728,CENTRAL PARK,NY,40.779,-73.969,64.6,57.0,72.0,57.1,0.0,1.8,5.1,0.0,0,0.0,0,0,0,1,0,0
11,3,1983,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,50.1,37.9,59.0,42.2,0.0,6.8,11.1,0.0,0,0.0,0,0,1,0,0,0
4,3,1590,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,49.9,33.1,59.0,43.4,0.01,9.1,17.1,0.0,1,0.0,0,0,1,0,0,0
8,3,1921,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,77.9,73.0,84.9,75.8,0.02,10.3,18.1,22.0,1,0.0,0,0,0,0,1,0
2,3,1561,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,37.5,30.0,48.0,16.8,0.0,14.6,21.0,28.0,0,0.0,0,0,1,0,0,0
1,3,1234,725053,94728,CENTRAL PARK,NY,40.779,-73.969,40.1,37.0,43.0,39.3,0.3,11.2,15.9,26.0,1,0.0,0,0,0,1,0,0
8,3,1200,725053,94728,CENTRAL PARK,NY,40.779,-73.969,75.2,68.0,87.1,66.4,0.09,1.4,6.0,0.0,0,0.0,0,0,0,1,0,0
4,3,410,997272,99999,BERGEN POINT,NY,40.639,-74.146,41.9,35.6,51.8,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,1
9,3,689,725060,94728,NEW YORK CENTRAL PARK,NY,40.779,-73.969,72.6,66.0,82.0,61.8,0.0,3.8,8.9,0.0,0,0.0,0,0,0,1,0,0
7,3,1070,725053,94728,CENTRAL PARK,NY,40.779,-73.969,77.3,72.0,91.0,71.8,1.0,2.0,8.0,22.0,1,0.0,0,0,0,1,0,0
4,3,1224,725053,94728,CENTRAL PARK,NY,40.779,-73.969,38.4,33.1,46.0,9.5,0.0,8.9,13.0,24.1,0,0.0,0,0,0,1,0,0
12,3,272,997272,99999,BERGEN POINT,NY,40.639,-74.146,50.4,46.8,55.4,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,1
8,3,1589,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,79.2,70.0,89.1,65.7,0.0,11.1,22.0,28.9,0,0.0,0,0,0,0,1,0
1,3,1929,725053,94728,CENTRAL PARK,NY,40.779,-73.969,21.6,17.1,28.9,2.1,0.0,3.5,8.0,24.1,0,0.0,0,0,0,1,0,0
1,3,139,997272,99999,BERGEN POINT,NY,40.639,-74.146,35.5,32.0,39.6,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,1
8,3,719,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,74.7,68.0,84.9,63.5,0.0,9.9,15.0,0.0,1,0.0,0,0,0,0,1,0
3,3,357,997272,99999,BERGEN POINT,NY,40.639,-74.146,35.5,30.7,42.4,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,1
10,3,1109,997280,99999,KINGS POINT,NY,40.8,-73.77,54.4,50.5,58.5,0.0,0.0,4.9,8.0,0.0,0,0.0,0,1,0,0,0,0
11,3,1319,997280,99999,KINGS POINT,NY,40.8,-73.77,52.3,48.0,59.4,0.0,0.0,6.3,12.0,0.0,0,0.0,0,1,0,0,0,0
12,3,1073,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,37.2,34.0,44.1,20.7,0.0,8.1,13.0,18.1,0,0.0,0,0,1,0,0,0
2,3,252,997272,99999,BERGEN POINT,NY,40.639,-74.146,32.2,28.9,38.3,0.0,0.0,5.3,14.0,0.0,0,0.0,0,0,0,0,0,1
4,3,1267,997280,99999,KINGS POINT,NY,40.8,-73.77,50.1,43.5,56.7,0.0,0.0,5.1,15.9,0.0,0,0.0,0,1,0,0,0,0
4,3,1198,725053,94728,CENTRAL PARK,NY,40.779,-73.969,41.0,34.0,51.1,21.1,0.25,10.4,21.0,39.0,1,0.0,1,0,0,1,0,0
7,3,674,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,75.3,62.1,87.1,51.8,0.0,9.9,18.1,22.9,0,0.0,0,0,1,0,0,0
11,3,1159,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,45.8,41.0,54.0,29.7,0.0,14.7,19.0,26.0,0,0.0,0,0,0,0,1,0
8,3,2307,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,77.9,73.0,84.9,75.8,0.02,10.3,18.1,22.0,1,0.0,0,0,1,0,0,0
7,3,350,997280,99999,KINGS POINT,NY,40.8,-73.77,74.7,66.0,87.6,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0,0,0
3,3,2134,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,40.4,34.0,48.0,29.6,0.99,26.7,34.0,47.0,1,0.0,1,0,0,0,1,0
1,3,1230,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,34.2,28.0,48.9,16.6,0.11,16.1,22.9,33.0,0,3.1,0,0,1,0,0,0
7,3,1912,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,75.1,66.9,81.0,50.7,0.0,8.3,15.0,0.0,0,0.0,0,0,1,0,0,0
3,3,2055,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,37.0,30.9,43.0,8.0,0.0,14.6,19.0,31.1,0,0.0,0,0,1,0,0,0
8,3,1232,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,78.8,69.8,87.1,56.8,0.0,7.6,13.0,14.0,1,0.0,0,0,0,0,1,0
1,3,765,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,36.5,30.0,45.0,23.6,0.0,7.4,14.0,20.0,1,0.0,1,0,0,0,1,0
1,3,927,997280,99999,KINGS POINT,NY,40.8,-73.77,34.8,31.1,40.1,0.0,0.0,4.3,12.0,0.0,0,0.0,0,1,0,0,0,0
6,3,309,997272,99999,BERGEN POINT,NY,40.639,-74.146,64.9,62.4,68.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,1
1,3,1873,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,21.0,15.1,27.0,3.8,0.0,9.0,17.1,0.0,0,0.0,0,0,0,0,1,0
1,3,521,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,19.8,17.1,33.1,4.8,0.0,22.8,28.9,41.0,0,0.0,1,0,0,0,1,0
6,3,962,997280,99999,KINGS POINT,NY,40.8,-73.77,70.0,65.7,73.6,0.0,0.0,6.1,12.0,0.0,0,0.0,0,1,0,0,0,0
10,3,357,997272,99999,BERGEN POINT,NY,40.639,-74.146,52.1,46.9,58.1,0.0,0.0,3.1,6.0,0.0,0,0.0,0,0,0,0,0,1
10,3,1410,997280,99999,KINGS POINT,NY,40.8,-73.77,51.0,49.5,54.1,0.0,0.0,10.4,15.0,0.0,0,0.0,0,1,0,0,0,0
7,3,837,997280,99999,KINGS POINT,NY,40.8,-73.77,71.7,65.7,79.5,0.0,0.0,3.2,8.0,0.0,0,0.0,0,1,0,0,0,0
7,3,1148,997280,99999,KINGS POINT,NY,40.8,-73.77,75.7,70.7,83.7,0.0,0.0,5.3,13.0,0.0,0,0.0,0,1,0,0,0,0
1,3,2173,997280,99999,KINGS POINT,NY,40.8,-73.77,22.2,17.8,28.9,0.0,0.0,8.2,15.9,0.0,0,0.0,0,1,0,0,0,0
1,3,361,997272,99999,BERGEN POINT,NY,40.639,-74.146,30.0,25.2,37.0,0.0,0.0,11.9,21.0,0.0,0,0.0,0,0,0,0,0,1
11,3,1006,725053,94728,CENTRAL PARK,NY,40.779,-73.969,49.6,41.0,68.0,32.9,0.0,5.3,11.1,17.1,0,0.0,0,0,0,1,0,0
6,3,1148,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,71.1,64.0,88.0,64.0,0.0,8.2,15.0,0.0,0,0.0,0,0,1,0,0,0
12,3,1108,997280,99999,KINGS POINT,NY,40.8,-73.77,50.4,46.8,56.8,0.0,0.0,12.1,19.0,0.0,0,0.0,0,1,0,0,0,0
12,3,195,997272,99999,BERGEN POINT,NY,40.639,-74.146,44.7,42.3,46.9,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,1
12,3,1235,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,43.9,37.9,54.0,35.8,0.0,5.7,9.9,0.0,0,0.0,0,0,0,0,1,0
5,3,709,997280,99999,KINGS POINT,NY,40.8,-73.77,70.9,66.0,77.0,0.0,0.0,7.0,14.0,0.0,0,0.0,0,1,0,0,0,0
2,3,1952,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,19.7,14.0,35.1,6.5,0.39,15.6,26.0,34.0,0,7.9,0,0,0,0,1,0
6,3,878,725053,94728,CENTRAL PARK,NY,40.779,-73.969,72.2,68.0,88.0,67.3,1.0,3.5,12.0,22.9,1,0.0,0,0,0,1,0,0
10,3,209,997272,99999,BERGEN POINT,NY,40.639,-74.146,51.1,49.1,54.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,1
2,3,1262,997280,99999,KINGS POINT,NY,40.8,-73.77,30.8,26.8,38.1,0.0,0.0,9.5,14.0,0.0,0,0.0,0,1,0,0,0,0
8,3,542,997280,99999,KINGS POINT,NY,40.8,-73.77,74.8,70.7,79.5,0.0,0.0,7.0,11.1,0.0,0,0.0,0,1,0,0,0,0
3,3,1080,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,33.7,28.9,42.1,20.0,0.0,11.7,18.1,24.1,0,0.0,1,0,1,0,0,0
8,3,769,997280,99999,KINGS POINT,NY,40.8,-73.77,68.5,65.5,74.7,0.0,0.0,1.9,8.0,0.0,0,0.0,0,1,0,0,0,0
11,3,1664,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,56.5,45.0,70.0,47.1,0.0,4.0,9.9,0.0,0,0.0,0,0,1,0,0,0
4,3,147,997272,99999,BERGEN POINT,NY,40.639,-74.146,51.6,47.5,59.2,0.0,0.0,3.4,8.9,0.0,0,0.0,0,0,0,0,0,1
9,3,1917,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,80.8,71.1,93.0,67.8,0.0,6.0,9.9,0.0,0,0.0,0,0,1,0,0,0
3,3,1250,725053,94728,CENTRAL PARK,NY,40.779,-73.969,34.5,30.0,39.9,8.9,0.0,6.5,9.9,22.0,0,0.0,0,0,0,1,0,0
7,3,518,725033,94728,NYC CENTRAL PARK,NY,40.779,-73.969,76.1,64.9,89.1,50.3,0.0,2.9,7.0,0.0,0,0.0,0,0,0,1,0,0
6,3,284,997272,99999,BERGEN POINT,NY,40.639,-74.146,64.1,54.7,72.1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,1
10,3,1134,725053,94728,CENTRAL PARK,NY,40.779,-73.969,62.9,55.9,71.1,50.7,0.0,3.6,7.0,14.0,0,0.0,0,0,0,1,0,0
2,3,748,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,26.8,19.9,32.0,18.4,0.05,6.9,15.0,0.0,0,1.2,1,0,0,0,1,0
9,3,1154,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,78.1,73.0,86.0,69.7,0.0,9.2,18.1,24.1,1,0.0,0,0,0,0,1,0
11,3,799,997280,99999,KINGS POINT,NY,40.8,-73.77,51.3,44.4,61.0,0.0,0.0,10.3,15.0,0.0,0,0.0,0,1,0,0,0,0
9,3,1721,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,63.2,54.0,73.0,60.3,0.7,11.5,18.1,22.0,1,0.0,0,0,1,0,0,0
5,3,2615,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,69.8,53.1,84.0,51.3,0.0,10.2,18.1,22.9,1,0.0,0,0,1,0,0,0
5,3,1125,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,54.6,43.0,66.9,42.4,0.0,7.3,14.0,0.0,0,0.0,0,0,0,0,1,0
11,3,1058,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,44.4,36.0,53.1,31.2,0.0,3.9,9.9,0.0,0,0.0,0,0,1,0,0,0
5,3,1133,725053,94728,CENTRAL PARK,NY,40.779,-73.969,61.6,48.0,80.1,36.8,0.0,2.5,8.0,0.0,0,0.0,0,0,0,1,0,0
6,3,1482,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,69.5,57.0,80.1,58.1,0.0,7.2,14.0,15.0,1,0.0,0,0,0,0,1,0
7,3,1046,725053,94728,CENTRAL PARK,NY,40.779,-73.969,72.1,63.0,77.0,52.2,0.0,2.3,6.0,0.0,0,0.0,0,0,0,1,0,0
2,3,1504,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,31.2,25.0,39.0,15.9,0.23,15.3,24.1,31.1,0,5.9,0,0,0,0,1,0
3,3,1387,997280,99999,KINGS POINT,NY,40.8,-73.77,25.6,20.8,36.1,0.0,0.0,9.3,13.0,0.0,0,0.0,0,1,0,0,0,0
6,3,337,997272,99999,BERGEN POINT,NY,40.639,-74.146,74.1,64.9,85.5,0.0,0.0,3.8,9.9,0.0,0,0.0,0,0,0,0,0,1
3,3,1279,997280,99999,KINGS POINT,NY,40.8,-73.77,39.6,37.8,42.8,0.0,0.0,24.7,34.0,0.0,0,0.0,0,1,0,0,0,0
9,3,1320,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,80.8,71.1,93.0,67.8,0.0,6.0,9.9,0.0,0,0.0,0,0,0,0,1,0
3,3,150,997272,99999,BERGEN POINT,NY,40.639,-74.146,33.2,30.4,37.9,0.0,0.0,11.0,16.9,0.0,0,0.0,0,0,0,0,0,1
10,3,1518,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,67.9,63.0,73.9,66.1,0.33,4.4,7.0,0.0,1,0.0,0,0,1,0,0,0
2,3,184,997272,99999,BERGEN POINT,NY,40.639,-74.146,35.3,29.8,44.4,0.0,0.0,9.2,15.9,0.0,0,0.0,0,0,0,0,0,1
6,3,2178,744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.762,66.0,55.9,77.0,43.4,0.0,10.1,18.1,22.9,1,0.0,0,0,1,0,0,0
